purchases;credit_limit
9934.93;10000
0;3000
1346.44;6000
499.98;2500
0;1200
170;5500
117.62;2500
600;4000
125.45;3000
119.8;5000
3191;4950
544;3000
0;10500
1853.7;3500
911.09;1200
1798.15;1500
0;2000
0;9500
2615.18;4300
1074.96;1000
211.9;5100
0;500
79;7500
45.65;1200
1878.51;2500
0;1200
50.62;7000
75;2500
531.5;4000
352.23;2500
0;3000
28.8;1500
609.16;2000
0;7000
935.04;4000
1278.04;1200
522.06;3000
0;13000
322.81;1600
160;6500
654.16;1500
1058.58;6000
0;1200
450;1200
159.07;8000
112.56;1700
2478.38;6500
958.39;4000
1000.55;8000
405.84;5000
0;300
200;11000
740.82;5500
522.68;3000
1945.8;3000
803.45;5500
10915.37;5000
0;1500
1724.77;3500
0;4000
397.5;1500
885.13;6000
119.58;5000
0;4500
90;4000
564;4000
467.88;4300
0;1500
0;1500
819.7;1500
6520;3500
1582.88;2500
264.8;5000
499.92;3000
0;8000
443.25;6500
898.64;2500
40;3000
0;1500
0;2500
491.11;5000
757.37;1000
0;4000
329.3;3000
478.32;4000
195.29;7500
288;3000
0;4000
435;6500
1855.71;4500
4209.98;10300
226.95;1200
3463.12;5000
282.59;5000
7468.37;10000
2318.21;5900
0;6500
1579.12;10000
319.98;1000
275.38;15500
633.87;1000
4164.8;5500
0;1200
0;1500
1494.11;1000
537.56;2500
2599.2;3000
2950.77;4000
125.06;1000
8631;5000
256.63;4500
0;13000
125;3000
65.97;4000
781.43;3400
0;1200
939.14;5000
1368;8000
247.8;5000
3081.69;2000
217.91;1000
1490.75;11000
1015.3;4500
554.65;2000
895.92;4500
4717.77;6000
488.66;1500
757.6;5000
0;1000
280;300
0;3000
0;1500
208.92;2500
622.44;700
0;1200
0;3200
1163.49;1900
178;1500
108.4;1000
1150;5300
0;9000
109.36;1200
94.47;4500
79.87;1200
293.26;2000
105.83;11500
1837.15;2000
317.4;3000
839.09;3000
832.37;1000
1134.38;12000
0;2000
103.08;2900
426.47;3000
1132.03;7000
974.96;6000
757.49;2000
907.5;1500
300.1;6000
401.88;3000
245.01;5000
439.91;6000
3487.08;6000
309.9;3000
0;5000
2607.07;8000
584.26;4000
0;2500
73.5;1700
472.09;1000
49.55;2500
1199.77;1200
0;1200
531;1500
2351.25;2500
0;3000
420;1000
1400;1500
7472.37;8500
116.66;1500
522;2900
30.9;3000
1880.25;12000
7.26;1500
167.68;1500
199.92;4000
81;3000
645.55;6500
851;5000
591;1250
447.78;4000
0;3000
45.53;2500
234;1200
1259.21;6000
338.79;1500
0;1200
36.79;1500
0;700
676.31;1050
0;2500
468.96;1000
141.84;1200
33.35;6000
0;7500
271.68;2400
0;1700
2074.08;1500
0;2000
58.32;1000
600;2500
0;6000
0;150
245.84;1200
53;1000
174.05;3000
330.83;6000
174.93;3000
0;2500
1476.7;1200
2703.95;5000
534;3500
430.02;7000
0;5000
94.3;2500
442.04;2000
3184.54;6500
1365;1800
0;2500
1047.34;3000
0;4500
0;150
0;6500
0;2000
0;7500
300.62;1200
220.99;1000
35;2500
0;1000
55.68;1000
827.2;1000
696.78;2000
0;4500
5039.97;4000
450;2700
1528.77;9000
117.9;3400
1723.61;5000
1010;5000
777;1200
0;1500
121.2;7000
0;3000
4562.57;4000
480.37;6000
0;1200
0;4000
0;2500
1764;400
0;2000
760.79;7000
0;1600
0;2000
150.48;2500
0;6000
0;2500
1066.91;17150
0;5000
522.29;1500
1922.39;10000
0;1200
134.28;6000
0;3000
116.15;1000
181.5;500
65.82;4000
721.78;1500
865.27;2000
727.51;2500
1146.37;2000
0;3000
220;1200
2178.13;6000
190.26;1500
222.44;1500
0;3000
786.92;4500
0;3000
146.22;3000
767.13;3000
5677.76;5500
952.8;2000
1543.83;7000
2498.92;3500
1021.9;3000
5024.68;18000
122.58;3400
459.12;2900
785.96;3500
874.68;3500
1301.44;4000
2072.57;4500
334.8;5000
123.75;2500
1410.95;11500
0;1200
11878.25;6000
0;1700
9.9;1900
100;1000
202.2;1200
0;1800
478.99;2000
2326.16;3000
1530.37;1200
75.25;1200
1021.24;3000
480;3500
1555.85;1500
0;10500
0;2500
324;1500
447.96;1500
0;1800
0;3000
145.7;1500
1130.6;2500
384.89;6000
897.45;1200
275.41;1200
304;3000
51;2900
2274.46;6000
0;2500
53.36;2500
56.7;3000
2435.09;7500
0;4000
71.22;1500
1144.35;500
0;3000
242.01;1500
0;2500
281.3;2000
2530.48;2500
0;4500
50.2;1000
169.67;6000
1654.94;7500
0;3000
39;1500
111.8;1200
3362.94;8500
1680;4500
1500;4500
3837.1;6000
0;1800
724.98;1000
0;1500
4469.59;4000
130.26;2500
0;2500
1160.09;2000
432;1500
441.23;5000
35.74;1500
119;1800
0;2000
219.07;1800
528.06;1800
3214.19;4000
2634.37;4000
766.56;2900
144.77;10000
349.25;1500
1674.32;1500
819.15;5000
465.5;2500
19.96;3500
3129.67;5000
426;2500
398.64;2500
0;6000
729.6;2500
0;6000
520.3;4000
312.66;1800
430.43;2500
1171.5;4000
497.15;1200
571.52;3000
43.08;300
740.73;5000
449;3500
235.9;2000
0;1000
1638.3;6000
666.68;900
1510;3500
822.96;1200
404.24;1500
922.74;3000
185;2500
482.8;4500
467.7;3000
264.8;1000
258.36;1500
66.25;2500
148;6100
0;6500
647.69;1000
1776.76;9600
2576.81;3750
7654.81;7000
32.22;6000
2133.15;5900
3497.99;3000
345.66;1000
1478.98;3000
480;1400
227.56;3000
569.94;2900
596.5;3000
698.44;6000
166.38;5000
0;5000
83.31;2000
182.28;1300
71.48;700
165.09;5000
102.75;3000
343.22;1200
1482.18;1500
0;2000
0;800
1039.92;1000
0;1500
0;900
736;1500
45.65;1000
103;1500
21.99;4000
107;4000
831.6;2500
675;1000
225;2700
0;1200
999.97;7500
494.04;1000
990.33;4000
208.6;1000
0;2000
0;2950
0;1400
6341.55;5000
1200;1200
426.25;1200
239.26;3000
0;4000
134.6;3000
115.91;1900
1800;1000
62;3000
145.58;1000
3181.47;2100
1446.44;3500
0;700
200;3000
0;2000
339.11;6500
311.8;2500
468.6;1200
0;9000
1870.8;5000
473.62;1800
1244.37;1800
963.9;3000
650;2500
351.5;3000
45;3000
295.83;1000
197.21;1500
167.22;4000
0;1500
2811.86;800
30.57;4000
385.76;5000
501.88;2000
0;6000
541.75;1800
1861.74;3000
947.07;3000
0;10500
2219.39;2000
1086.26;4500
210.09;2000
1682.36;1900
237;5000
0;3500
729.47;1500
80;5000
2542.75;7000
359.5;5000
1890.09;4000
334.9;10000
1050.6;1500
84;5000
0;1500
0;2000
319.34;1200
1158.02;2000
80.43;1000
1768.05;5000
480.7;2500
0;1500
285.24;1200
329.86;5000
0;9000
366.66;500
70;1200
0;1000
99.77;1500
1499.94;5000
5629.41;6000
0;6000
466.67;1500
445.7;2500
2619.2;4000
47.79;1200
370.4;8500
0;2500
637.97;1000
102;1200
0;2500
19.88;900
1059.26;1200
29.9;6000
268.68;3500
0;2000
499.98;1500
0;2000
616.95;2000
126.6;2900
0;1500
0;2000
1313;1200
51.7;2500
431.28;3000
62.25;1500
1675.91;10000
0;2500
574.95;1500
73.17;2900
630.42;4000
389.44;2500
229;8000
479.96;2500
0;1800
0;1200
1342.31;8000
0;1000
3248.83;6500
247.92;4000
1551.27;6500
71.99;7500
172.61;7000
79.8;2500
0;1000
210.8;2500
547.46;900
381.2;2500
1000;6000
1666.2;1500
773.36;3000
0;1500
229.25;7500
0;3500
684.24;1000
848;4500
416.76;1000
0;1200
0;1200
4689.03;5000
150;1200
1169;1900
114;4000
35;7500
1067.5;4000
427.5;1500
1002;1500
468.36;6000
223.6;4500
0;3500
0;1000
376.2;1500
2443.2;6000
668.27;4000
76;5000
0;6500
1348.41;1300
0;1200
595.86;1000
363.38;1200
1235.39;2000
570.96;1000
0;6000
320;1000
0;2500
0;700
0;5500
2996.92;5000
0;1400
110;1000
502.54;450
578;5000
151.69;2000
1690.93;1200
0;50
930;1000
356.27;6500
163.2;3000
0;1500
0;1200
924.34;1200
0;700
0;8500
573.36;1100
680;3500
45.65;1800
91;3000
69.8;7000
569.2;5000
245.77;3000
986;1000
0;2500
72.9;5000
833.36;1500
619.59;4000
393.29;1000
383.45;1800
617.98;1200
1187.42;6000
0;4500
464.95;1000
1385.56;4500
294.28;2500
673.1;6000
187.5;2000
274.92;1000
770.05;1500
398.98;2500
41.2;2000
4085.81;7500
643.6;1400
1019.33;5000
134.97;4000
2863.31;1500
76.51;2500
4655.55;6500
450;3000
155.96;1200
0;4000
144.94;5000
84.99;2000
650.04;2000
891.28;10000
1958.59;4000
1.4;4500
77;300
0;4000
1004.98;1800
990.73;4000
630.03;3000
150;1000
4337.19;2500
391.32;1000
0;4500
0;5000
0;4000
2961.46;1600
776.92;3000
0;1200
1108.36;3000
373.34;5000
213.75;2500
1632.88;6500
450.45;3000
0;1500
796.56;2500
1503.26;4000
0;2500
961.86;5000
50.37;2000
0;6500
342.74;2000
1063.65;7000
3173.5;1000
424.44;2500
701.52;1500
0;6500
0;1200
589.94;5000
332.5;3000
313.25;3000
1055.7;5000
1337.18;4500
0;4800
229;5000
0;1200
170;1200
912.98;1200
45;1500
26784.62;30000
111.84;1500
1691.22;3000
96.69;1500
901.6;10750
610.47;2000
278;1000
217.5;3000
0;500
503.92;2500
0;3000
0;6500
1242.55;2000
860.95;800
622.03;1800
0;1500
400;1200
556.52;3000
0;4500
0;1500
0;2500
682.64;2000
209.62;3000
341.37;2500
0;2500
449.86;1000
1118.91;1800
74.99;4500
250.72;6500
0;500
0;1200
46.65;3000
3482.9;7500
947.97;5000
0;2500
1976.5;1500
207;2500
93.6;1900
199.32;1500
269.34;2000
1259.93;2500
286.56;1500
319.34;2700
237.66;3000
142;1200
380.1;2500
667.39;6000
166.63;6000
1659.13;5000
0;1200
368.84;3000
234;1500
3148.36;4000
158;900
302.91;3000
195;2000
750.02;1200
1944.26;2700
74;6000
0;3000
952.02;4000
84.05;4000
0;3000
0;1500
844.45;3000
3670.46;4000
0;1200
664.83;2500
582.6;3000
1024.75;1200
862.95;1900
220.7;3000
4349.38;3000
124.65;600
252;2500
182.16;5000
5244.8;12500
335;1000
2783.03;2000
283.02;1000
218.76;5000
4258.57;5000
384;1500
0;3000
88.89;1500
0;700
0;9000
0;10000
1410.35;2500
0;500
772.8;1200
1175.88;2000
604.52;1400
248.1;1200
55;1500
109.16;4000
141.12;5000
533.73;1500
0;1700
865.07;5000
133.35;2500
81.12;4000
234.48;2500
1986.7;700
2159.68;3000
169.56;2500
4266.25;4000
458;3000
2371.92;2000
64.12;2000
0;7000
211.05;3000
265.18;1500
588;2500
0;1000
100;2000
505.79;5000
779.35;1200
339.69;1200
0;2000
89.75;4000
190;1200
264;5000
0;1200
0;2500
540;4000
1290.24;6000
235.4;1800
1167.39;2500
3726.65;3000
285.39;1500
356.15;1600
465.6;4500
230.1;1500
125;1000
0;1700
4572.32;4000
133;1500
2566.91;5000
150;450
269.28;1500
1405.22;10500
586.77;3400
55.5;3500
991.48;1400
78.19;5000
0;1900
0;3000
335.62;1000
2734.77;9500
457.68;4000
0;1200
0;4000
503.41;1000
0;3000
659.72;4000
0;6500
0;1000
120;6500
1180.68;1500
440;1000
220;3000
658.87;2000
1370.19;2500
0;1500
0;2000
447.81;8500
105;700
680;2500
154.38;4000
1013.5;2000
498.99;3000
0;2000
0;6000
554.7;1000
295;1200
1456.07;10500
1477.42;2500
633.71;4000
0;6500
500.09;3000
0;1500
0;1200
2123.43;7500
1814.65;3000
0;5500
1365.5;5000
56.42;800
1149.92;6500
907.99;1120
0;6000
385.4;2500
0;1200
109;8000
0;1200
500;1200
1800;5000
30;1200
329.25;1000
1791.11;5500
550.93;4000
0;2500
187.25;3000
1169.73;1500
0;500
1610.06;3500
2767.85;3000
81.78;4000
1750.66;8500
481.01;1200
0;5000
226.07;2500
0;3000
272.93;2500
324.17;1500
124.03;1000
373.77;7000
2522.03;9000
108;1000
2241.87;2500
1007.4;2000
653.95;2500
350;3000
2460;2500
3262.5;4500
906.81;1000
636.84;3000
2968.2;9000
0;1500
398.57;2500
0;6500
11577;5500
1002.4;2000
859.03;9000
0;2500
518.88;600
1247.43;1000
351.88;800
337;2500
361.49;1500
2199.62;3000
53.9;1500
0;1500
323.71;1500
169.54;2500
0;4500
133.45;2500
17.6;4000
316.2;2000
973.5;2000
0;2000
0;3000
905.04;4000
45.65;1000
108.2;4500
208;3000
0;1500
1534.71;1700
309.25;2000
93.24;5000
212.92;1500
375.92;1700
1044.2;6000
240.51;500
394;1500
1520.76;3500
706.08;1500
1273;2500
0;1500
1214.55;1500
368.16;2500
135.31;1500
658.24;4000
1373.27;4000
740.11;1200
2068.41;2500
313.36;2000
0;3000
0;1700
671.36;3000
0;1200
0;500
532.64;2500
0;1200
5812.17;10500
1437.38;2000
48.04;1500
0;7500
641;1800
0;5000
2459.18;5500
6513.38;5000
0;1200
31.66;2000
387.12;2500
1688.12;4000
3473.11;7500
0;1200
0;5000
673.8;1700
704.17;3400
391.68;1500
496.56;1000
266.64;2500
2870.76;2500
1337.1;10000
221.72;1700
777.16;3000
299.77;2700
153.89;1700
419.88;2500
443.28;3000
567.75;600
415.47;7000
412;2000
3031.28;3200
561.48;3000
26.09;1200
159;4000
928.06;4500
545.38;4000
0;4500
672;1500
510.32;5000
1588.34;2500
392.96;4000
2400.37;1700
2738.82;1000
101;1200
248.73;9000
135.24;1200
458.5;1500
11994.71;13450
549;1000
1109.83;1200
57;1500
1283.45;3500
713.64;3000
194.6;9000
1194.22;3.777.777.778
0;1800
837.48;3500
377.86;2700
343.46;1500
119.19;700
56.94;3000
242.06;1000
0;1200
0;3500
15.3;5000
0;2500
129.86;4200
0;3000
268.92;1500
485.73;2500
177.21;1400
208.76;1500
0;1000
258.36;1500
0;1000
449.73;3000
126.03;1200
623.3;4500
309.26;1500
0;1200
1270.59;2000
95.08;2500
0;2500
95;1500
133;3000
449.28;1200
3421.12;3500
89.04;2500
2065.5;1500
0;3000
651.91;1200
1036.76;2500
449.32;5000
184.7;1500
0;3000
0;2500
1420.31;12500
74.17;9000
1066.62;3500
0;1200
799.92;2500
994.12;2500
1084.87;3000
158.95;800
180.66;2700
821.51;4000
0;1200
187.55;1000
112.23;3000
300;4000
786.94;1000
555.2;1000
2118.42;5000
2014.84;3000
0;1000
2075.13;1500
387.7;1200
1057;2500
114;3000
0;7000
0;1500
53.09;1000
41.4;2700
45.65;1200
3127.98;6000
159.44;2700
0;1500
1771.6;9000
211.87;1400
0;2000
472.51;7000
423.23;1000
880.22;2500
0;2500
208;1200
2090.21;2500
0;1700
0;1000
1;1200
471.64;1200
326.74;600
1478.93;1200
1319.04;3500
0;3000
720.11;1700
0;1200
960.09;500
0;4000
1007.45;2500
340;2500
1098.82;3000
0;600
320;3000
2281.57;3000
906.78;3000
2020;3400
0;9000
64.82;1200
1222.98;3000
2763.84;2000
1839;1800
272.28;1700
45.65;2500
390.05;1000
0;1200
298.49;1000
958.93;1900
2098.56;3000
329.96;2000
0;2500
173.02;1000
785.4;3500
710.03;1500
425.18;3000
670;2500
267.75;1500
670.65;3000
3224.34;1500
54.45;2000
616;1900
3520;650
800;1200
5154.75;9500
2870.83;7500
120.88;5000
2321.87;1900
345;1200
91.23;4000
172.41;1200
0;1500
4983.93;6500
529.7;800
2016.14;1200
185.25;1000
0;1500
1251.26;2700
2613.65;6000
0;3500
343.82;4000
484.04;1000
0;2500
697.57;3200
542.51;1000
0;3000
1591.37;3000
1344.85;2200
0;1000
0;3000
45.65;5000
38.65;1000
0;1200
137.57;1000
19.75;2000
416.64;2500
158.45;1700
0;1500
175.98;1500
0;500
202.72;4500
0;6000
1134.96;1000
0;1000
12024.37;8000
418.97;3000
125.51;3000
247.02;2500
149;1000
390.52;3000
169.4;1500
0;4000
673.74;2000
0;500
527.88;2000
367.95;1000
1309.72;1700
391.67;1200
1473.26;3500
2754.09;5000
2707.46;1700
315.02;1500
1777.27;5000
343.5;1700
76;4000
20.74;1500
187.32;2000
752.97;2500
495;1500
413.16;3500
553.67;1200
697.91;5000
411.01;1000
0;6000
0;4000
0;2500
0;2500
1524.65;900
3091.75;3000
140.03;1200
418.68;3000
1880;1000
0;5000
0;1000
0;2000
401.06;1000
258.91;5000
1072.24;10000
430.54;4000
1590.58;6500
0;1500
0;1200
0;2000
809.79;2700
0;2500
266.58;1500
92.24;1500
750;1500
632;4000
49;3000
2298.89;1000
639.7;1000
1937.64;2500
0;1700
2505.3;3800
1361.65;4000
1541.13;4000
1080;2000
215;700
0;8000
1174.98;1000
459;5000
0;9000
0;700
0;800
0;1500
424.99;5000
0;700
511.34;700
320.64;4000
3286.41;1400
398.4;4000
0;5000
504.96;3000
0;1200
1200;3000
0;2500
332.5;3000
0;3000
1302.02;3000
9.87;5000
400.6;450
68.88;3000
0;1800
49;3000
501.85;1200
0;9000
267.34;4000
141.56;4000
0;1000
0;5000
375.24;1700
2749.92;500
405;4000
423.62;2500
1687.62;3200
2608.02;3500
94.16;2500
679.24;1000
45.6;1600
1428.02;1500
633.24;4000
3358.25;4000
817.66;2500
347.55;5000
29;2500
549.17;1500
450;1800
0;4500
0;9000
15;7500
413.23;1200
495.43;2000
527.6;5000
30.98;4000
0;2000
0;1400
2695.07;3000
403.38;1500
785.9;3000
372.09;4000
3568.21;1500
0;2000
155.8;1200
0;2500
0;7500
0;6000
0;3000
298.2;4000
1712.75;9500
1403.42;2500
165.97;1500
174.46;1500
3304.27;4000
614.37;2500
1934.16;2500
66.5;2500
30;300
240;2000
1480.76;1000
0;1000
470.38;4500
136.36;1000
442.03;1200
399.99;2500
341.14;3000
495.7;1200
4407.78;9000
799.92;1000
87.67;2000
0;1500
0;3000
1243.04;3500
57;600
290.5;2000
0;1000
1059.18;4000
98.81;3000
35;1800
450.67;1500
0;1800
1196.35;5000
1212.66;2500
300;1200
0;1200
0;2500
198.39;1000
0;2500
840;1000
0;1200
1341.62;1200
1452.41;3000
0;4000
480.9;3000
100.12;4000
155;2500
220.06;1000
1283.16;1700
0;1500
62.73;5000
857.8;1200
20;500
20;500
1455.78;1500
184.27;2000
3956.64;4500
99;2500
0;6000
282.75;1000
261.56;1200
38;1500
0;500
1061.66;4500
717.95;5500
250;3000
35.3;1500
0;2500
0;2500
60;2500
942.34;1500
5065.83;1700
750;4000
4253.64;7000
106.56;3000
37.5;1000
45.65;14500
281.81;1600
673.68;1000
0;3500
1857.17;1800
284.5;1000
609.01;3000
1973;4500
0;2500
0;1200
0;2500
108;1000
0;2500
64;4000
147;2500
0;1800
346.46;4000
71.81;3000
65;3000
0;1000
785.76;2000
467.06;8000
2941.53;3000
228.59;4000
209.4;2000
2080.51;2500
61.8;1000
566.12;1500
778.12;1200
578.6;2500
4151.48;3000
1192.18;2000
726.42;1000
1100;1000
0;1200
68;1500
300;2000
546.7;2500
965;2000
1317.34;2500
2290;4500
0;2500
69.23;1500
952.09;1500
545.83;8000
2118.54;1000
303.51;1200
321.81;3500
43.89;6000
1573.35;6000
0;6000
406.78;7500
5403.84;7500
330;1000
2790.72;1000
4587.21;4500
1515.73;2000
115.95;1500
1625.95;3000
55.72;1500
811.11;500
1021.13;2000
374.53;1200
3673.32;4500
0;1000
1378.92;2500
0;2500
110.4;1000
2092.44;2000
1352.1;2500
1027.92;2500
69.44;1000
0;500
770.9;2500
2177.32;5000
150;3500
1189.36;6500
1059.82;3600
266.56;1200
4709.14;4500
202.15;4000
581.43;2500
131.26;3000
3165.54;6000
10.79;1200
0;1200
664.51;2500
120;1200
2598.91;2500
604.26;4000
1662.41;1500
373.39;3000
0;1000
350;1000
0;500
0;1500
0;1200
0;2000
0;1500
0;9000
140.4;2500
136.08;1200
146.46;4000
178;1200
259.28;2500
23.75;500
0;6500
1066.56;3000
342.65;1200
157.67;1000
50;3000
504.87;1000
420.6;2000
1228.07;5400
148;10500
360;1000
278.55;1000
500;1000
1591.11;2700
312.5;500
1534.12;2000
371.76;3000
535.83;2700
86;1000
2701.58;1500
1584.49;2000
637.19;2500
0;1500
764.64;4000
267;4000
0;2500
278.44;2500
1432.66;2000
0;1200
240;1000
3228.26;3000
1711.36;3500
0;5000
4562.69;9000
2971.83;6000
179.23;6000
374.37;1500
0;2500
262.24;1000
51.73;4000
0;1500
431.52;2700
5221.42;3000
402.13;1000
237.5;5500
398.53;1000
464.64;3000
248.76;3200
197.42;1500
0;1000
10.89;4000
174.84;1000
1292.76;7500
162.56;3000
4606.71;2000
0;7000
109.32;1200
515.88;2700
109.62;4000
702.32;5000
1041.5;2500
3530.93;4000
205.54;1200
1865.56;1200
136.8;2700
150.56;4000
420;1500
0;4000
964.2;1200
421.6;1000
240.47;2500
187.5;1000
2078.56;1800
1603.8;1300
412.32;4000
712;7500
55;500
175.56;1000
72.4;1500
1680.91;4000
164.7;3000
710.16;1000
100;1000
78.33;1000
518.23;1700
327.8;1500
247.66;1700
0;500
0;2500
0;3000
376;10000
0;3500
247.44;1500
3504.74;17500
111.54;6500
152.84;1200
1553.04;2000
0;1000
0;1200
790;1000
1403.34;4000
180;1000
333.42;4000
1240.58;1500
124.25;4000
316.6;1000
1554.52;1000
120;3000
209.28;2700
152.72;2500
45.65;1700
1188.24;1000
521.23;1000
0;3000
156;2000
549.96;1000
0;2000
583.38;2500
884.98;5000
331.94;1500
631.2;4000
316.3;2500
167.6;3000
113.44;3000
266.68;2000
458.47;2000
0;2500
530.04;2500
0;1000
875.14;1800
329.36;3500
66.78;4000
303.91;1200
0;1200
288.8;3000
372;2700
2017.11;7500
1674.96;1000
88.51;1200
578.78;1000
411.25;1500
662;3500
1310.2;2500
151.13;2500
72;1000
51.7;3000
788.58;3000
1738.48;2000
99.96;3000
703.05;1300
180;1500
58.7;1500
2125.84;1200
136.92;2500
140.4;2200
643.01;1500
1428.97;7000
2502.34;6000
195;1000
542.33;1500
57.66;1500
1156;10500
37.65;1500
0;2200
626.5;2500
0;2500
624.72;1000
0;500
356.8;1200
15;1500
1364.86;4000
396;3000
0;3000
332.8;4000
109.44;2500
221.52;1500
234.98;1700
0;8000
530.32;1000
0;500
0;1500
271.56;2000
190;1500
1368.7;7500
0;1500
389.21;1200
285.07;3000
350;1200
240.74;1000
114;4000
479.5;1000
103.68;7500
1046.04;1000
521.64;1500
1151.64;2000
0;2000
1630.07;1500
238.92;2500
88.96;1500
88.56;1500
0;1200
599.55;1800
427.67;2500
0;500
2635.25;5000
1942.39;4000
0;3000
0;3000
422.55;1200
222;1700
576;1000
1799.45;1500
277.47;1500
0;3000
123.1;4000
840.61;1200
0;2000
66.66;3000
168.9;1000
0;2500
1470;7000
596.64;2000
242.24;2000
152.28;4000
100.05;4000
2604;3200
504;3500
757.85;1200
399.95;1200
8.4;1200
262.6;1000
110;1000
0;3000
626.56;2500
326.45;1000
604.32;1500
450;500
1099.56;4000
502.92;4000
1254.46;1000
95.55;1000
2844.3;2500
51.41;3500
141.24;3000
648.9;1200
160;1800
165.57;3500
213.95;2000
347.7;1000
412.55;4000
0;4500
0;2500
0;1400
0;2500
359.44;1500
246.82;1200
532.68;6000
166.32;2500
1065.65;3000
1916.04;1800
564;2000
498.96;1000
0;2200
2071.92;9000
253.31;1000
1111.4;1050
300.05;1200
431.7;3000
0;500
0;2000
0;2500
0;7000
270;1500
0;1200
0;1200
520.65;2000
0;2000
311.45;2500
0;3500
926.06;4000
801.77;3000
89.9;6000
0;7500
515;3000
138.04;2700
65.8;2500
408.36;1000
114;4000
35;1000
0;1200
1592.57;300
0;2000
365.9;1000
459;3000
127.49;1000
1556.32;1500
608.75;1200
117.5;1200
269.93;4000
1578.12;1000
136.71;3000
0;3500
219.97;2000
200;3000
116.68;3000
1802.93;1000
154;1500
774.37;3000
1651.12;2000
194.57;2200
356.68;2700
0;1200
1863.48;6500
1949.73;2000
356.77;3500
102;1000
300;1000
450;1000
0;2000
0;2500
994.54;1000
100;3000
52.5;3000
1207.42;1200
0;2000
6.9;8500
107.94;1500
1208.38;1000
1148.47;1450
245;500
438.83;1800
594.7;3500
210;1000
208.8;1000
0;500
55;3500
755.5;2700
0;1200
0;3000
0;2500
837.44;1000
106.47;2500
0;1200
60;1500
27.79;4500
280.83;1500
6005.9;10500
233.16;1500
740.89;11000
200;1200
289.78;2700
27.22;500
201.52;4000
191;2000
374.95;5000
343.75;4000
763.71;1200
0;1000
627.81;5000
140.75;1000
1427.83;14000
0;4000
45.65;1000
176;1000
200.02;1200
457.31;1500
0;1200
439.92;1000
0;3500
449.18;1800
3302.01;2000
230.22;4000
212.82;2500
0;1000
0;2000
0;1000
555.1;2700
194.1;3000
674.68;1000
816;2500
340.5;2500
0;500
0;3000
550;2500
620.64;2500
0;1700
292.5;2000
3552.44;10500
150.45;5000
967.5;4000
3816;2350
40.7;3500
783.24;2700
234.58;2000
749.18;1000
0;2500
103.91;2500
898.2;5000
0;2500
0;2500
517;1500
488.93;1000
1176.72;300
1533.04;3000
446.62;4000
698.88;1200
586.64;1000
0;2500
280;2500
261.81;1000
836.4;1400
233.54;2000
0;1500
0;1200
0;3000
0;6000
399.9;1000
832.68;2000
66;3000
0;1200
1052.28;2000
158.96;1500
459.49;1000
2286.06;4000
108.85;1000
674.67;600
561.99;1000
1012.31;4000
0;1200
0;3000
199.2;2700
638.08;2500
0;2500
0;2000
289.63;1000
1000;1200
145.81;1000
0;5000
731.45;1500
421.12;2500
0;9000
1379.12;1500
938.95;6000
655.73;500
3986.24;1500
202.77;1500
0;4000
0;1500
44;1200
0;3000
0;1200
0;1200
57;1500
208;4000
51.02;4000
498.21;1200
2184.72;4000
1294.42;2500
0;2000
233.62;1000
39.54;3000
622.51;1000
277.56;1000
0;2500
86.03;1200
216.36;1000
325.92;1000
306;6000
185.8;1000
55;2000
862.47;2500
82.28;1000
526.92;1500
956.64;7500
38.42;1000
883.64;1000
246.25;1000
0;1500
0;3000
685.32;1000
349.92;1500
82.9;2500
0;1000
442.23;600
1114.26;1500
58.4;2000
2487;450
2476.3;2000
599.03;1000
750;2500
1846.81;3500
630;2500
193.4;2500
477.7;2500
1650;1000
533.98;1000
0;5000
0;1500
1105.89;2000
2514.89;2000
375;2500
0;1200
0;7000
441.78;1500
2616;2000
0;3000
1834.5;700
76.78;4000
0;8000
1258.5;1000
586.95;1000
736.01;1200
243.96;3000
136.92;1000
791.67;1000
47.5;3000
1316.06;500
1148.31;6000
1100;1100
2140.96;2500
561.68;1500
547.28;2500
0;3000
1159.06;500
102.79;4000
682.27;7500
399;5000
2421.34;5000
0;1200
328.37;1400
618.07;1200
31.5;3000
479.98;1200
0;1500
125;2500
64.62;1000
61.71;1000
329;2500
737.65;2500
289.75;2500
0;3000
0;3000
0;6000
126;1000
573.02;2000
744.62;1000
467.4;2000
128.94;3000
1141.21;3000
691.82;1000
509.55;2500
341.96;1000
0;2500
0;7000
0;3000
0;500
0;1000
291.28;1000
32.04;2500
351.89;1200
360;2000
0;2000
114.56;1000
163.55;1500
112.29;1000
309;1000
290;1000
2548.97;6000
274.01;500
0;6000
300.39;1000
231.35;1000
0;1200
50.66;3000
218.96;2500
62.72;1500
0;2500
1310.47;3000
822.93;1200
787.09;2500
87.94;1000
650;1500
0;2500
1969.7;1200
68.22;5000
1846.81;1000
364.19;1000
577.12;1050
65;5500
0;1200
281.05;1500
235.3;1000
3000;2000
169.66;1000
165.29;2500
0;3000
3407.57;3000
325.92;2500
965;1200
200;2000
2263.38;4000
1369.72;2500
0;1800
320;1000
1622;1800
109;1000
588;2500
0;4000
0;500
0;1200
396.26;2500
43.33;1200
72.44;1000
750;2000
0;500
120.82;1000
365.36;1.833.333.333
2562;2300
186.14;2500
826;1000
3106.1;1300
26.53;2500
350;1000
1727.64;1000
1767.61;2000
65;3000
3013.2;6600
1084.76;4000
42.49;1200
433.32;6000
