customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
7233-IOQNP;Female;0;1;0;43;0;DSL;1;0;0;1;0;0;Month-to-month;0;Bank transfer (automatic);34;150535;0
2834-JKOOW;Female;0;0;0;15;0;DSL;1;1;1;1;0;0;One year;0;Mailed check;459;69345;0
2754-VDLTR;Male;0;0;1;10;1;Fiber optic;0;0;0;0;1;1;Month-to-month;0;Electronic check;952;9304;1
2400-FEQME;Male;0;1;1;55;1;No;0;0;0;0;0;0;Two year;0;Mailed check;205;117795;0
3190-XFANI;Male;0;0;1;49;1;Fiber optic;0;0;0;1;1;1;One year;1;Bank transfer (automatic);1006;506965;1
7551-DACSP;Male;0;1;1;6;1;DSL;0;1;1;0;0;0;Month-to-month;1;Mailed check;553;32425;1
4957-SREEC;Male;0;1;1;70;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2035;14581;0
7235-NXZCP;Male;1;0;0;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;7485;1564;1
0230-UBYPQ;Male;1;1;0;63;0;DSL;1;0;0;1;0;0;One year;0;Bank transfer (automatic);361;22989;0
4923-ADWXJ;Female;0;0;0;25;1;DSL;0;1;0;1;0;1;Month-to-month;1;Bank transfer (automatic);658;167965;0
1763-KUAAW;Female;1;0;0;18;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);2035;3696;0
1104-TNLZA;Male;1;1;0;28;1;Fiber optic;0;1;0;1;1;1;Month-to-month;1;Electronic check;1058;2998;0
5195-KPUNQ;Female;1;0;0;53;1;Fiber optic;1;1;0;1;0;1;One year;1;Mailed check;9675;520655;0
0520-FDVVT;Male;0;0;0;35;1;Fiber optic;0;1;1;0;1;1;One year;1;Bank transfer (automatic);10235;36261;1
3439-GVUSX;Male;0;0;0;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;244;244;0
1444-VVSGW;Male;0;1;0;70;1;Fiber optic;1;1;1;1;1;1;One year;0;Credit card (automatic);11565;796885;1
5712-PTIWW;Male;0;0;0;2;1;Fiber optic;0;0;1;1;0;0;Month-to-month;1;Electronic check;7985;15245;1
5949-HGVJL;Female;0;1;0;26;1;DSL;0;1;0;1;1;1;Month-to-month;1;Electronic check;7305;19595;0
5203-XEHAX;Female;0;0;0;34;1;DSL;1;1;0;0;0;1;One year;0;Electronic check;6435;205305;0
1635-HDGFT;Female;0;0;1;19;1;No;0;0;0;0;0;0;Two year;0;Mailed check;205;39855;0
3315-TOTBP;Male;0;0;0;15;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;76;113085;1
8050-XGRVL;Female;0;1;1;62;1;DSL;1;0;1;0;0;0;One year;0;Credit card (automatic);5475;342535;0
6661-HBGWL;Female;1;0;0;42;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Bank transfer (automatic);10475;432345;1
1518-VOWAV;Female;0;0;0;9;1;DSL;1;1;0;0;1;1;Month-to-month;1;Electronic check;7465;70355;1
9828-QHFBK;Male;0;0;0;24;1;DSL;1;0;0;0;0;0;Month-to-month;1;Electronic check;5115;12757;0
3908-MKIMJ;Male;1;1;0;68;0;DSL;1;1;1;0;0;0;Two year;1;Electronic check;4195;296575;0
5012-YSPJJ;Male;0;1;1;31;1;DSL;0;0;1;1;0;0;Month-to-month;0;Mailed check;5435;1647;0
5909-ECHUI;Female;0;0;0;1;1;DSL;0;0;0;0;0;1;Month-to-month;1;Electronic check;5625;5625;1
1309-BXVOQ;Male;0;1;0;21;1;Fiber optic;0;0;1;1;1;1;Month-to-month;1;Electronic check;1061;224995;1
6728-VOIFY;Female;0;1;0;63;1;Fiber optic;0;1;0;0;1;1;One year;1;Electronic check;96;610975;0
9317-WZPGV;Female;1;0;0;2;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Bank transfer (automatic);7975;1594;1
4891-NLUBA;Female;0;1;1;61;0;DSL;0;1;1;1;1;1;Two year;1;Bank transfer (automatic);6145;375115;0
2856-HYAPG;Female;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;6865;6865;1
8969-PRHFK;Male;0;0;0;18;1;No;0;0;0;0;0;0;One year;0;Mailed check;1965;41125;0
0661-KQHNK;Female;0;1;1;6;1;No;0;0;0;0;0;0;One year;0;Credit card (automatic);19;1055;0
8709-KRDVL;Female;0;0;0;33;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Electronic check;100;33206;0
4488-PSYCG;Male;0;0;0;16;1;No;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);2025;32745;1
1427-VERSM;Female;0;1;0;56;1;Fiber optic;0;0;1;1;1;1;Month-to-month;1;Electronic check;987;56695;0
9801-NOSHQ;Male;0;0;1;23;1;No;0;0;0;0;0;0;One year;0;Mailed check;198;46545;0
6339-YPSAH;Male;0;0;0;9;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Electronic check;738;7043;0
3621-CEOVK;Female;1;1;0;14;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Electronic check;1002;13698;1
6906-ANDWJ;Male;0;1;1;15;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);749;110725;1
2159-TURXX;Male;0;0;0;5;1;No;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);2005;9555;0
1548-FEHVL;Male;0;1;0;61;1;Fiber optic;1;1;0;0;1;1;Month-to-month;1;Electronic check;1062;63752;0
3795-CAWEX;Male;0;1;1;70;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);11655;81523;0
6215-NQCPY;Male;0;0;0;15;1;Fiber optic;1;0;0;0;1;1;Month-to-month;1;Electronic check;997;156675;0
5647-URDKA;Male;0;1;1;8;1;No;0;0;0;0;0;0;Two year;0;Mailed check;197;13025;0
2229-DPMBI;Female;0;1;1;8;1;No;0;0;0;0;0;0;Two year;0;Mailed check;195;16215;0
9626-WEQRM;Female;0;0;0;4;0;DSL;1;0;0;0;0;0;Month-to-month;1;Mailed check;2915;11005;0
2188-SXWVT;Female;0;0;0;34;1;DSL;1;1;0;0;0;0;One year;0;Mailed check;55;188515;0
6258-PVZWJ;Male;0;1;0;68;1;DSL;1;1;1;1;1;1;Two year;1;Credit card (automatic);908;630285;0
1094-BKOSX;Female;0;1;1;45;0;DSL;0;1;1;1;0;1;One year;0;Bank transfer (automatic);51;22645;0
6969-MVBAI;Female;1;0;0;9;1;Fiber optic;0;0;1;0;1;0;Month-to-month;1;Electronic check;901;8168;0
2978-XXSOG;Female;0;0;0;22;1;DSL;1;0;0;1;0;0;Month-to-month;1;Mailed check;5905;12535;0
2342-CKIAO;Female;0;0;0;2;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;203;412;0
6953-PBDIN;Male;0;1;0;70;1;DSL;0;1;1;1;1;0;Two year;0;Bank transfer (automatic);7295;526555;0
3898-BSJYF;Female;0;0;1;10;1;DSL;1;0;1;1;0;1;One year;0;Credit card (automatic);7355;6933;0
3938-YFPXD;Male;0;0;0;72;1;DSL;1;0;1;1;1;1;Two year;0;Credit card (automatic);843;59971;0
7696-AMHOD;Female;0;1;1;49;1;DSL;0;1;1;0;1;1;One year;0;Credit card (automatic);78;38242;0
2453-SAFNS;Female;1;0;0;54;1;DSL;0;1;0;1;1;0;One year;0;Mailed check;721;388605;0
9558-IHEZX;Female;0;0;0;71;1;Fiber optic;1;1;1;0;1;1;Two year;1;Credit card (automatic);10675;728325;0
9617-UDPEU;Female;0;0;0;22;1;No;0;0;0;0;0;0;One year;1;Mailed check;1925;41255;0
6340-DACFT;Female;0;1;1;50;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2055;107025;0
4955-VCWBI;Female;0;1;1;43;1;No;0;0;0;0;0;0;One year;0;Mailed check;20;81795;0
6813-GZQCG;Female;0;1;1;45;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);2465;11713;0
7426-GSWPO;Male;1;0;0;64;1;Fiber optic;1;1;0;0;1;1;Month-to-month;1;Bank transfer (automatic);1035;654865;0
3389-KTRXV;Female;0;1;1;23;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2385;62565;0
3118-UHVVQ;Female;0;1;0;68;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);258;19115;0
1031-IIDEO;Female;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7085;7085;1
5832-XKAES;Male;0;0;0;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);698;1347;1
3205-MXZRA;Male;0;0;0;26;1;DSL;0;0;0;1;1;0;One year;0;Credit card (automatic);5945;1507;0
4701-AHWMW;Male;0;1;0;55;0;DSL;0;0;1;1;1;1;Month-to-month;1;Bank transfer (automatic);5455;29783;1
8317-BVKSO;Male;0;0;0;14;1;No;0;0;0;0;0;0;Month-to-month;1;Electronic check;2005;2993;0
5702-KVQRD;Male;0;1;0;71;1;DSL;1;0;1;1;1;1;Two year;1;Electronic check;8255;583265;0
0083-PIVIK;Male;0;0;0;64;1;DSL;1;1;1;1;1;0;One year;0;Electronic check;8125;556755;0
9210-IAHGH;Female;0;0;0;7;1;DSL;0;0;0;1;1;1;Month-to-month;1;Credit card (automatic);7075;4508;1
6169-PGNCD;Female;0;0;0;57;1;DSL;1;1;1;1;1;0;Two year;1;Credit card (automatic);743;416635;0
0023-XUOPT;Female;0;1;0;13;1;Fiber optic;0;1;1;0;1;0;Month-to-month;0;Electronic check;941;12156;1
4592-IWTJI;Female;0;1;1;3;0;DSL;1;0;0;0;0;0;Month-to-month;0;Credit card (automatic);297;917;1
4909-JOUPP;Male;1;1;0;72;1;Fiber optic;0;1;1;1;1;1;Two year;0;Credit card (automatic);1097;789845;0
4657-FWVFY;Female;0;1;1;40;1;Fiber optic;0;1;1;0;1;0;Month-to-month;1;Credit card (automatic);9635;39154;0
2257-BOVXD;Male;0;1;0;14;1;DSL;0;0;0;1;1;0;Month-to-month;1;Credit card (automatic);666;9795;0
7729-JTEEC;Male;0;1;1;2;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;445;9005;0
7632-MNYOY;Male;1;0;0;66;1;Fiber optic;0;1;1;1;1;1;One year;0;Credit card (automatic);1109;743205;1
6518-LGAOV;Female;0;1;0;38;1;Fiber optic;0;0;1;1;1;1;Month-to-month;1;Electronic check;105;40264;1
7242-QZLXF;Male;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;253;253;1
4576-CSAJH;Male;0;0;0;22;1;DSL;0;1;0;1;0;0;One year;1;Credit card (automatic);5515;119305;1
1000-AJSLD;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;201;201;1
9696-RMYBA;Male;0;0;0;5;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Mailed check;801;39855;0
8690-UPCZI;Male;0;1;1;29;1;DSL;1;0;0;1;1;0;One year;0;Bank transfer (automatic);6905;195845;0
1062-LHZOD;Male;0;1;1;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;699;699;1
9770-LXDBK;Female;0;0;0;3;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;204;6315;0
4086-WITJG;Male;0;1;1;71;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);197;13011;0
8344-WFMFH;Male;0;0;1;9;1;DSL;0;1;0;0;0;0;Month-to-month;1;Electronic check;501;48405;0
9600-NAXZN;Male;0;0;0;43;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Electronic check;1014;4528;1
8822-KNBHV;Female;0;0;0;48;1;DSL;1;1;1;0;1;1;One year;1;Credit card (automatic);8345;388785;0
8404-FYDIB;Male;0;0;0;26;1;Fiber optic;1;1;0;0;0;0;Month-to-month;1;Credit card (automatic);8665;220875;0
2791-SFVEW;Female;0;0;0;9;1;No;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);2015;23815;0
6457-USBER;Male;0;0;0;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;808;808;1
6762-NSODU;Female;0;1;1;46;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);194;95815;0
4662-EKDPQ;Male;0;0;0;2;1;DSL;0;0;0;0;0;1;Month-to-month;0;Bank transfer (automatic);6205;1183;1
9248-OJYKK;Male;1;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7645;7645;1
9888-ZCUMM;Male;0;1;1;64;0;DSL;1;0;1;1;1;1;Two year;1;Bank transfer (automatic);6005;384545;0
3398-FSHON;Female;1;0;0;12;1;Fiber optic;0;1;0;0;1;0;Month-to-month;1;Electronic check;913;10945;1
3319-DWOEP;Male;1;1;0;6;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;9575;57375;1
1074-WVEVG;Female;0;1;0;59;1;No;0;0;0;0;0;0;One year;0;Mailed check;2035;1267;0
9979-RGMZT;Female;0;0;0;7;1;Fiber optic;0;1;0;0;1;1;One year;1;Mailed check;9405;63345;0
6437-UDQJM;Female;1;1;0;72;1;DSL;1;1;1;0;1;1;Two year;1;Credit card (automatic);841;612965;0
1226-IENZN;Male;1;0;0;16;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;7875;121825;0
2108-GLPQB;Male;0;1;0;25;1;DSL;0;0;1;0;0;0;Month-to-month;0;Credit card (automatic);5555;14053;0
9259-PACGQ;Female;0;1;0;34;1;DSL;1;1;0;1;0;0;Month-to-month;0;Electronic check;6265;22749;1
4415-IJZTP;Female;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;745;745;1
1465-VINDH;Female;0;1;1;10;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Credit card (automatic);1021;106885;1
5474-LAMUQ;Male;0;1;0;24;1;No;0;0;0;0;0;0;One year;0;Mailed check;201;5339;0
3468-DRVQJ;Female;0;1;1;10;1;DSL;1;1;0;0;1;0;One year;0;Electronic check;703;67615;0
1122-YJBCS;Male;0;1;0;69;1;DSL;1;1;0;0;0;0;One year;1;Credit card (automatic);5365;38044;0
4990-ALDGW;Male;0;0;0;57;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2075;11188;0
4816-OKWNX;Male;0;1;1;50;1;Fiber optic;0;1;1;1;1;1;One year;1;Bank transfer (automatic);1034;52364;0
3315-IKYZQ;Male;0;1;1;28;0;DSL;1;0;1;1;1;0;One year;0;Mailed check;508;13868;0
2810-FTLEM;Female;0;0;0;16;1;DSL;1;0;0;0;0;0;Month-to-month;1;Electronic check;5015;76225;1
4747-LCAQL;Male;0;0;0;25;1;DSL;1;1;0;1;1;1;Month-to-month;1;Mailed check;79;1902;0
3411-WLRSQ;Female;1;1;0;3;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Bank transfer (automatic);746;23905;0
0898-XCGTF;Male;0;1;0;61;1;Fiber optic;0;0;0;0;1;1;One year;1;Bank transfer (automatic);965;56737;0
8006-PYCSW;Female;0;0;0;2;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;201;398;0
8249-THVEC;Male;0;1;1;51;1;No;0;0;0;0;0;0;One year;0;Mailed check;194;99775;0
8722-PRFDV;Female;0;1;1;71;1;DSL;1;0;1;0;1;1;Two year;0;Credit card (automatic);7755;557435;0
2164-SOQXL;Female;0;1;1;20;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2005;40605;0
4020-KIUDI;Male;0;1;1;6;1;No;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);1985;13885;0
5850-BDWCY;Female;0;0;0;6;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;202;12365;0
2038-YSEZE;Female;0;0;0;29;1;DSL;1;1;0;1;0;0;Month-to-month;0;Mailed check;6745;18011;0
0827-ITJPH;Male;0;0;0;36;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);1855;689;0
8799-OXZMD;Female;0;0;0;28;0;DSL;0;0;1;0;0;0;Month-to-month;1;Mailed check;2975;7907;0
1925-TIBLE;Female;0;1;0;7;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;865;5825;1
1705-GUHPV;Female;0;0;0;63;1;No;0;0;0;0;0;0;Two year;0;Mailed check;242;16182;0
4779-ZGICK;Male;0;1;1;48;1;No;0;0;0;0;0;0;Two year;0;Mailed check;2355;117335;0
0048-PIHNL;Female;0;1;0;49;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);2045;9009;0
0818-OCPZO;Male;1;0;0;27;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;8145;212205;1
3967-KXAPS;Male;0;1;0;72;1;DSL;1;1;1;1;1;1;Two year;0;Credit card (automatic);923;67199;0
1447-GIQMR;Male;0;1;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;6915;6915;1
3704-IEAXF;Female;0;1;1;72;0;DSL;0;1;0;1;1;1;Two year;0;Credit card (automatic);5365;3784;0
6810-VCAEX;Female;0;0;0;47;0;DSL;1;1;0;1;0;0;One year;0;Credit card (automatic);3965;179865;0
0674-EYYZV;Female;0;0;0;1;1;DSL;0;0;0;0;1;0;Month-to-month;1;Electronic check;5465;5465;0
4480-MBMLB;Female;0;0;0;36;1;Fiber optic;0;1;1;0;1;1;One year;1;Bank transfer (automatic);1048;388645;0
1395-OFUWC;Male;0;1;1;43;0;DSL;0;1;0;0;0;0;Month-to-month;0;Credit card (automatic);293;122405;0
0822-QGCXA;Female;1;1;0;27;1;DSL;0;1;1;1;1;1;Month-to-month;0;Electronic check;8385;23102;0
0872-NXJYS;Female;0;0;0;9;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;7955;7234;1
2832-KJCRD;Female;0;0;0;38;1;Fiber optic;0;0;1;1;1;1;Month-to-month;1;Electronic check;10365;39885;0
3588-WSTTJ;Female;1;0;0;35;1;Fiber optic;1;0;0;0;1;1;Month-to-month;1;Electronic check;9905;35546;0
4075-WKNIU;Female;0;1;1;0;1;DSL;0;1;1;1;1;0;Two year;0;Mailed check;7335;;0
5090-EMGTC;Female;0;1;0;59;1;Fiber optic;0;1;0;1;1;1;Two year;1;Mailed check;10005;603485;0
2346-CZYIL;Male;0;0;0;27;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2035;5316;0
3798-EPWRR;Female;1;0;0;2;1;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;4395;851;0
6258-NGCNG;Male;0;0;0;7;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;235;173;0
4186-ZBUEW;Female;0;0;0;36;1;DSL;0;1;0;1;0;1;One year;1;Mailed check;707;251195;0
5274-XHAKY;Female;0;1;1;41;1;Fiber optic;1;1;0;0;1;0;Month-to-month;1;Bank transfer (automatic);943;38936;0
1442-BQPVU;Female;0;0;0;13;0;DSL;0;1;0;0;0;0;Month-to-month;0;Electronic check;2915;35715;0
3978-YNKDD;Male;0;0;1;19;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2085;4675;0
4940-KHCWD;Female;0;1;0;60;0;DSL;1;1;0;1;0;0;Two year;0;Bank transfer (automatic);377;22887;0
9412-ARGBX;Female;0;0;1;48;1;Fiber optic;0;1;1;1;1;0;Two year;1;Mailed check;955;462785;1
1389-CXMLU;Male;1;0;0;3;1;Fiber optic;0;0;1;0;1;0;Month-to-month;0;Electronic check;9105;2891;1
9589-ABEPT;Male;0;1;0;69;1;Fiber optic;0;1;0;1;1;0;Two year;1;Mailed check;9245;646055;0
9388-ZEYVT;Male;0;0;0;43;0;DSL;0;0;1;1;0;1;One year;0;Electronic check;4415;19313;0
0305-SQECB;Female;0;0;1;11;0;DSL;1;0;0;1;0;0;One year;1;Mailed check;3605;4026;0
7605-SNLQG;Female;0;1;0;45;1;DSL;0;0;1;0;0;0;Month-to-month;1;Credit card (automatic);5025;222155;0
4670-TABXH;Male;0;1;0;72;1;Fiber optic;0;1;1;1;1;1;Two year;1;Credit card (automatic);10975;77589;0
5561-NWEVX;Female;1;1;0;2;1;Fiber optic;0;0;1;0;0;0;Month-to-month;0;Electronic check;792;17285;1
0064-SUDOG;Female;0;1;1;12;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);203;2245;0
8561-NMTBD;Female;0;1;1;67;1;Fiber optic;0;1;1;1;1;1;One year;1;Credit card (automatic);11235;738845;0
5161-XEUVX;Male;0;1;0;37;1;Fiber optic;0;0;1;1;1;0;Two year;0;Mailed check;943;346095;0
8292-FRFZQ;Female;0;0;0;39;0;DSL;1;1;0;1;0;0;One year;0;Bank transfer (automatic);4115;17009;0
8591-NXRCV;Female;0;0;0;41;1;DSL;1;0;1;1;0;1;Month-to-month;1;Bank transfer (automatic);7465;309065;0
7895-VONWT;Female;0;0;0;25;0;DSL;0;0;1;0;1;1;Month-to-month;1;Electronic check;4825;12938;0
4526-RMTLL;Male;0;1;1;8;1;DSL;1;1;0;1;0;1;Two year;1;Credit card (automatic);7615;6458;0
6253-GNHWH;Female;0;1;1;71;1;DSL;1;1;1;1;0;0;Two year;0;Mailed check;711;522495;0
4566-NECEV;Male;0;0;0;5;1;Fiber optic;0;1;1;0;0;1;Month-to-month;0;Electronic check;9655;5001;0
8080-POTJR;Female;0;0;0;30;1;DSL;1;0;1;0;1;1;One year;1;Credit card (automatic);793;24271;0
6906-MPARY;Male;0;0;0;40;1;Fiber optic;0;1;0;1;0;1;One year;1;Credit card (automatic);896;348815;0
3662-FXJFO;Female;0;0;0;54;1;No;0;0;0;0;0;0;Two year;1;Mailed check;205;10357;0
8107-RZLNV;Male;0;1;0;72;1;Fiber optic;0;1;1;0;1;1;Two year;1;Bank transfer (automatic);1063;756535;0
0516-OOHAR;Male;0;1;1;28;1;Fiber optic;0;1;1;0;1;1;One year;0;Bank transfer (automatic);10035;2799;0
2027-CWDNU;Male;0;1;1;18;1;Fiber optic;0;0;0;1;0;1;Month-to-month;1;Electronic check;856;16015;0
2737-WFVYW;Female;0;0;0;2;0;DSL;0;0;0;0;1;1;Month-to-month;1;Electronic check;4525;855;1
9912-OMZDS;Female;0;1;1;59;1;Fiber optic;0;1;1;0;1;1;One year;1;Electronic check;10615;62562;0
3733-ZEECP;Male;0;1;1;22;1;DSL;0;0;0;1;0;0;Month-to-month;1;Electronic check;511;12329;0
7878-RTCZG;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;199;199;0
2452-MRMZF;Female;1;1;0;72;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);257;19374;0
2272-QAGFO;Female;1;0;0;14;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;743;109625;1
7103-IPXPJ;Male;0;1;0;50;1;Fiber optic;0;0;0;1;1;1;One year;0;Electronic check;994;505975;0
4342-HFXWS;Female;0;1;1;48;1;DSL;1;0;1;1;1;0;One year;0;Bank transfer (automatic);697;302365;0
3545-CNWRG;Female;0;1;1;49;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Electronic check;9835;48892;0
1785-BPHTP;Male;0;1;1;28;1;Fiber optic;0;0;1;0;1;0;Month-to-month;0;Electronic check;8545;22899;0
4989-LIXVT;Male;1;0;0;68;1;Fiber optic;0;1;1;0;0;1;Month-to-month;1;Electronic check;959;65032;0
7315-WYOAW;Male;0;0;0;13;1;Fiber optic;0;0;0;1;1;1;Month-to-month;0;Electronic check;10075;131325;0
1173-XZPYF;Female;0;0;0;11;1;Fiber optic;0;0;1;0;1;0;Month-to-month;1;Electronic check;892;9903;0
9850-OWRHQ;Female;0;1;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);741;228;1
3768-NLUBH;Male;1;1;0;57;1;Fiber optic;0;0;1;0;1;1;Month-to-month;0;Electronic check;1006;574615;1
8676-TRMJS;Male;0;0;0;3;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Mailed check;75;2091;1
2509-TFPJU;Male;0;1;0;72;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2575;18642;0
9530-GRMJG;Male;0;1;1;70;1;DSL;0;1;1;1;1;1;Two year;1;Electronic check;841;59797;0
6898-RBTLU;Female;0;1;1;49;1;DSL;0;1;0;1;1;1;Two year;0;Bank transfer (automatic);793;390245;0
5481-NTDOH;Female;1;1;0;67;1;Fiber optic;1;0;1;0;1;1;One year;1;Credit card (automatic);10705;71425;0
2068-WWXQZ;Male;0;0;0;46;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);2005;902;0
7359-SSBJK;Female;1;0;0;64;1;DSL;1;1;0;1;1;0;Two year;1;Credit card (automatic);702;4481;1
2061-VVFST;Female;0;1;0;37;1;No;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);195;8052;0
0685-MLYYM;Female;1;0;0;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;7075;15485;1
0749-IRGQE;Female;1;1;0;13;0;DSL;0;0;0;0;1;1;Month-to-month;0;Electronic check;453;52845;0
2380-DAMQP;Female;0;1;0;72;1;Fiber optic;1;1;1;1;1;1;Two year;0;Electronic check;11515;83497;0
2256-YLYLP;Male;0;1;1;68;1;DSL;0;0;1;1;1;1;Two year;1;Bank transfer (automatic);7295;495325;0
1272-ILHFG;Male;0;1;1;15;1;No;0;0;0;0;0;0;One year;0;Mailed check;1965;33265;0
0164-XAIRP;Female;0;0;0;24;1;No;0;0;0;0;0;0;Two year;1;Bank transfer (automatic);1955;4702;0
5666-CYCYZ;Female;0;0;0;24;1;Fiber optic;0;0;0;1;0;1;Month-to-month;1;Electronic check;8955;225935;0
4011-ARPHK;Male;0;0;0;27;1;DSL;1;0;0;0;0;0;Month-to-month;0;Mailed check;5035;141135;0
8182-PNAGI;Male;0;0;0;12;1;DSL;0;0;0;1;0;0;Month-to-month;0;Bank transfer (automatic);5025;59375;1
6365-HITVU;Female;0;1;1;71;1;DSL;1;1;1;1;1;1;Two year;0;Credit card (automatic);8725;63287;0
7558-IMLMT;Male;0;1;1;67;1;No;0;0;0;0;0;0;Two year;1;Mailed check;208;14119;0
9488-FYQAU;Female;0;1;0;63;1;Fiber optic;0;1;1;1;1;1;Two year;1;Bank transfer (automatic);10925;68414;0
3590-TCXTB;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2035;2035;0
6994-KERXL;Male;0;0;0;4;1;DSL;0;0;0;0;0;1;Month-to-month;1;Electronic check;559;2385;0
7957-RYHQD;Female;1;0;0;40;1;Fiber optic;1;1;0;0;0;0;Month-to-month;1;Credit card (automatic);792;323385;1
2180-DXNEG;Female;0;0;0;12;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;96;10621;1
1960-UOTYM;Male;0;1;1;52;1;DSL;1;1;1;0;1;1;Two year;0;Electronic check;792;40163;0
2740-JFBOK;Male;0;0;0;10;1;No;0;0;0;0;0;0;Month-to-month;1;Electronic check;24;22655;0
6500-JVEGC;Male;0;0;0;68;1;Fiber optic;1;1;1;0;1;0;One year;0;Bank transfer (automatic);10135;711075;0
5515-AKOAJ;Female;0;0;0;54;1;Fiber optic;0;0;0;1;1;1;Month-to-month;1;Electronic check;1001;54409;1
8976-OQHGT;Female;0;1;1;4;1;DSL;0;1;0;1;0;0;Month-to-month;0;Mailed check;565;2351;1
5245-VDBUR;Female;0;1;0;52;0;DSL;1;0;1;0;0;0;One year;0;Mailed check;3545;195895;0
6230-BSUXY;Female;1;0;0;1;1;Fiber optic;0;0;1;0;0;1;Month-to-month;1;Electronic check;85;85;1
