months_as_customer;age;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_year;fraud
155;35;250/500;1000;919.37;0;FEMALE;Associate;protective-serv;hiking;not-in-family;83600;0;Single Vehicle Collision;Front Collision;Minor Damage;Ambulance;0;1;Not Defined;0;3;Not Defined;48360;8060;8060;32240;1997;N
78;31;250/500;1000;1377.23;0;FEMALE;Masters;armed-forces;kayaking;unmarried;72600;0;Multi-vehicle Collision;Side Collision;Minor Damage;Other;1;3;Not Defined;2;1;Not Defined;52290;5810;11620;34860;1997;N
440;57;100/300;1000;995.55;5000000;MALE;College;protective-serv;paintball;wife;51500;-52100;Multi-vehicle Collision;Rear Collision;Major Damage;Police;19;3;YES;0;3;Not Defined;68200;12400;12400;43400;2007;Y
264;43;100/300;500;1508.12;6000000;MALE;PhD;craft-repair;basketball;wife;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;0;3;Not Defined;2;1;NO;60750;13500;6750;40500;2015;Y
66;30;500/1000;500;484.67;0;FEMALE;College;adm-clerical;paintball;wife;21100;-60800;Multi-vehicle Collision;Front Collision;Major Damage;Fire;2;3;Not Defined;0;2;YES;65560;11920;11920;41720;2015;Y
366;50;500/1000;1000;1561.41;0;FEMALE;High School;handlers-cleaners;basketball;husband;21200;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;5;3;YES;1;3;NO;70290;12780;12780;44730;2012;N
188;37;100/300;500;1457.21;0;FEMALE;JD;adm-clerical;hiking;own-child;46300;0;Single Vehicle Collision;Rear Collision;Total Loss;Ambulance;6;1;Not Defined;2;0;YES;45000;5000;5000;35000;2003;N
224;39;500/1000;1000;1128.71;0;FEMALE;JD;prof-specialty;sleeping;other-relative;0;-47100;Multi-vehicle Collision;Rear Collision;Total Loss;Fire;21;3;YES;2;1;Not Defined;61800;12360;6180;43260;2007;N
253;46;100/300;500;1358.2;0;FEMALE;MD;transport-moving;movies;husband;52900;0;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;11;3;YES;0;0;NO;64570;5870;11740;46960;2001;N
446;61;100/300;1000;1232.79;0;FEMALE;High School;adm-clerical;reading;unmarried;49900;-62100;Single Vehicle Collision;Rear Collision;Minor Damage;Other;3;1;YES;2;0;YES;70500;7050;14100;49350;2007;N
169;37;100/300;1000;936.19;0;MALE;JD;armed-forces;movies;other-relative;70600;-48500;Multi-vehicle Collision;Side Collision;Total Loss;Police;4;3;Not Defined;2;1;YES;57900;17370;5790;34740;2005;N
255;46;250/500;500;1302.34;0;FEMALE;JD;prof-specialty;video-games;own-child;0;-52600;Multi-vehicle Collision;Front Collision;Minor Damage;Fire;2;3;NO;1;0;NO;57860;5260;10520;42080;2011;N
209;39;100/300;500;1264.99;0;MALE;PhD;transport-moving;polo;husband;67800;0;Single Vehicle Collision;Side Collision;Minor Damage;Fire;22;1;Not Defined;1;1;NO;37800;8400;4200;25200;1995;N
210;37;500/1000;500;1467.76;0;FEMALE;MD;tech-support;hiking;own-child;38700;-33100;Single Vehicle Collision;Front Collision;Total Loss;Ambulance;8;1;Not Defined;1;3;YES;63300;6330;6330;50640;2000;N
174;33;250/500;2000;1124.43;0;FEMALE;College;farming-fishing;paintball;own-child;0;0;Multi-vehicle Collision;Rear Collision;Total Loss;Ambulance;14;3;YES;0;1;YES;44200;8840;4420;30940;1995;N
70;28;250/500;1000;1319.81;0;MALE;High School;machine-op-inspct;yachting;husband;67200;-59400;Multi-vehicle Collision;Side Collision;Minor Damage;Police;14;4;NO;1;0;YES;31680;3520;3520;24640;2006;N
89;32;100/300;2000;1482.53;0;FEMALE;MD;tech-support;kayaking;not-in-family;49100;-45100;Parked Car;Not Defined;Trivial Damage;Police;5;1;YES;1;2;Not Defined;100;10;20;70;2002;N
458;61;100/300;1000;1328.18;0;FEMALE;High School;protective-serv;bungie-jumping;other-relative;53000;0;Single Vehicle Collision;Front Collision;Minor Damage;Fire;18;1;NO;2;1;NO;56340;6260;6260;43820;2003;N
239;40;100/300;500;1463.95;0;FEMALE;JD;sales;skydiving;own-child;0;0;Multi-vehicle Collision;Rear Collision;Total Loss;Police;20;3;Not Defined;0;0;YES;69740;6340;6340;57060;2003;N
161;38;100/300;2000;1133.85;0;MALE;PhD;priv-house-serv;exercise;not-in-family;60200;0;Multi-vehicle Collision;Front Collision;Total Loss;Police;0;3;YES;2;2;YES;60480;5040;15120;40320;2003;N
446;61;500/1000;1000;1037.32;0;FEMALE;High School;tech-support;skydiving;wife;0;-15700;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;1;3;Not Defined;2;1;NO;80880;6740;13480;60660;2005;N
476;61;250/500;1000;1562.8;0;FEMALE;Masters;handlers-cleaners;dancing;not-in-family;42800;-68200;Single Vehicle Collision;Front Collision;Total Loss;Fire;10;1;Not Defined;1;2;YES;49390;8980;4490;35920;2009;N
70;29;100/300;1000;1425.79;0;FEMALE;MD;armed-forces;video-games;other-relative;62400;-52300;Single Vehicle Collision;Front Collision;Minor Damage;Ambulance;12;1;NO;0;3;Not Defined;69360;11560;11560;46240;2009;N
233;41;500/1000;2000;1615.14;0;FEMALE;Associate;tech-support;board-games;other-relative;67100;0;Vehicle Theft;Not Defined;Minor Damage;None;6;1;NO;0;1;Not Defined;3740;680;680;2380;2011;N
122;33;250/500;500;1236.5;0;MALE;PhD;other-service;bungie-jumping;husband;0;-48700;Parked Car;Not Defined;Trivial Damage;None;1;1;NO;0;1;NO;5060;460;920;3680;2003;N
335;48;500/1000;2000;1017.97;0;FEMALE;MD;machine-op-inspct;chess;wife;59900;-34800;Multi-vehicle Collision;Front Collision;Total Loss;Police;21;3;NO;0;0;YES;35860;3260;6520;26080;2005;Y
257;40;100/300;2000;1306;0;MALE;Associate;machine-op-inspct;cross-fit;husband;46100;-46900;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;3;3;YES;2;1;Not Defined;50050;7700;3850;38500;2008;Y
85;27;500/1000;2000;1174.14;0;MALE;College;priv-house-serv;dancing;unmarried;50400;-61500;Multi-vehicle Collision;Rear Collision;Minor Damage;Fire;14;4;YES;0;0;NO;59070;10740;5370;42960;2012;N
133;30;500/1000;1000;1231.01;0;MALE;College;adm-clerical;board-games;husband;0;-31700;Multi-vehicle Collision;Front Collision;Minor Damage;Fire;19;3;NO;1;2;Not Defined;28440;3160;3160;22120;2007;N
119;34;250/500;500;1299.18;0;FEMALE;College;tech-support;hiking;wife;57100;0;Single Vehicle Collision;Front Collision;Major Damage;Fire;7;1;YES;2;1;YES;45540;8280;8280;28980;1998;Y
169;34;100/300;500;1469.75;0;FEMALE;JD;sales;reading;not-in-family;0;-57600;Single Vehicle Collision;Rear Collision;Minor Damage;Fire;0;1;Not Defined;0;0;YES;38700;7740;3870;27090;2012;N
225;39;250/500;500;1390.72;0;MALE;Masters;tech-support;paintball;other-relative;83900;-52100;Parked Car;Not Defined;Trivial Damage;None;6;1;YES;2;1;YES;5830;1060;530;4240;2011;N
84;32;500/1000;500;1694.09;7000000;FEMALE;Associate;prof-specialty;cross-fit;husband;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Other;0;1;YES;0;2;Not Defined;57240;4770;9540;42930;1995;Y
169;39;100/300;2000;1140.15;0;MALE;High School;armed-forces;exercise;husband;0;-36800;Multi-vehicle Collision;Rear Collision;Total Loss;Police;9;3;YES;0;3;NO;46200;4200;8400;33600;2015;N
124;32;100/300;1000;1310.71;0;FEMALE;Masters;farming-fishing;kayaking;wife;29300;0;Single Vehicle Collision;Side Collision;Total Loss;Ambulance;23;1;YES;0;1;NO;57700;5770;5770;46160;2003;N
320;48;250/500;2000;1730.49;7000000;MALE;College;transport-moving;hiking;not-in-family;46300;-41700;Multi-vehicle Collision;Front Collision;Minor Damage;Fire;13;3;NO;2;0;NO;56160;4680;9360;42120;1995;N
297;47;250/500;500;1616.65;7000000;MALE;MD;adm-clerical;movies;unmarried;0;-59500;Multi-vehicle Collision;Side Collision;Total Loss;Fire;0;3;Not Defined;0;3;YES;44400;5550;5550;33300;1999;N
421;56;100/300;500;1935.85;4000000;MALE;Masters;machine-op-inspct;reading;own-child;49500;-81100;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;7;1;Not Defined;2;3;Not Defined;92730;16860;8430;67440;2004;Y
136;33;250/500;1000;855.14;0;FEMALE;PhD;craft-repair;paintball;not-in-family;37900;0;Single Vehicle Collision;Side Collision;Minor Damage;Fire;23;1;YES;0;1;YES;30700;3070;6140;21490;2015;N
46;24;250/500;2000;1568.47;4000000;FEMALE;High School;armed-forces;yachting;unmarried;46800;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;7;1;NO;2;0;Not Defined;56600;11320;5660;39620;1999;N
34;24;500/1000;2000;1550.53;0;FEMALE;MD;armed-forces;dancing;own-child;0;-27700;Parked Car;Not Defined;Trivial Damage;None;20;1;YES;0;1;Not Defined;3960;660;660;2640;1998;N
95;30;250/500;2000;1370.92;0;MALE;College;transport-moving;video-games;unmarried;48900;0;Single Vehicle Collision;Rear Collision;Minor Damage;Police;22;1;YES;0;3;Not Defined;34800;3480;6960;24360;1999;N
140;36;250/500;500;1363.59;0;FEMALE;JD;armed-forces;kayaking;not-in-family;43200;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Other;10;3;Not Defined;2;0;YES;79500;7950;7950;63600;2000;N
200;34;250/500;1000;828.42;3000000;FEMALE;College;prof-specialty;basketball;other-relative;0;0;Single Vehicle Collision;Front Collision;Total Loss;Police;10;1;Not Defined;2;2;NO;56000;5600;5600;44800;2009;N
123;29;250/500;500;1209.63;0;FEMALE;Masters;machine-op-inspct;chess;not-in-family;64800;-44200;Single Vehicle Collision;Rear Collision;Minor Damage;Ambulance;17;1;YES;1;0;YES;73260;16280;0;56980;2014;Y
267;46;250/500;2000;1111.17;0;MALE;MD;craft-repair;base-jumping;unmarried;35000;0;Parked Car;Not Defined;Trivial Damage;None;3;1;YES;2;3;YES;4950;900;450;3600;1995;N
290;42;500/1000;500;989.97;0;MALE;Masters;machine-op-inspct;kayaking;own-child;32500;0;Single Vehicle Collision;Rear Collision;Minor Damage;Ambulance;10;1;NO;0;1;NO;48000;4800;9600;33600;2013;N
45;37;250/500;1000;1114.23;0;MALE;College;prof-specialty;dancing;wife;0;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;1;1;YES;0;1;YES;52200;10440;5220;36540;2005;N
186;38;250/500;2000;1347.31;0;FEMALE;JD;protective-serv;dancing;unmarried;80900;-111100;Multi-vehicle Collision;Rear Collision;Minor Damage;Ambulance;1;3;NO;2;3;Not Defined;73800;12300;12300;49200;1995;N
135;34;250/500;2000;1687.53;0;FEMALE;JD;protective-serv;base-jumping;other-relative;0;-69600;Single Vehicle Collision;Side Collision;Total Loss;Fire;7;1;Not Defined;1;2;NO;78200;15640;7820;54740;2009;N
110;33;250/500;1000;1183.48;0;MALE;Associate;other-service;bungie-jumping;husband;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;19;1;Not Defined;2;3;NO;55200;13800;9200;32200;2015;Y
259;43;500/1000;2000;1537.13;0;FEMALE;PhD;handlers-cleaners;kayaking;own-child;0;-58300;Multi-vehicle Collision;Side Collision;Total Loss;Other;3;3;NO;0;2;YES;57060;6340;6340;44380;2012;N
114;30;250/500;1000;1173.25;0;FEMALE;Masters;protective-serv;dancing;husband;0;-34700;Vehicle Theft;Not Defined;Minor Damage;None;3;1;NO;0;3;YES;4680;520;520;3640;2013;N
404;56;250/500;1000;1361.16;4000000;FEMALE;Masters;transport-moving;cross-fit;not-in-family;0;-63700;Single Vehicle Collision;Front Collision;Minor Damage;Ambulance;23;1;NO;2;0;YES;53100;5310;5310;42480;2005;Y
282;48;500/1000;2000;1422.56;7000000;FEMALE;MD;prof-specialty;video-games;husband;26900;-55300;Vehicle Theft;Not Defined;Minor Damage;None;7;1;Not Defined;1;2;NO;3520;640;320;2560;2013;N
57;25;500/1000;2000;1143.06;0;FEMALE;Masters;tech-support;dancing;own-child;63100;-54100;Multi-vehicle Collision;Front Collision;Total Loss;Ambulance;0;3;NO;0;1;YES;72900;14580;14580;43740;2010;N
215;38;250/500;500;1405.71;0;FEMALE;PhD;craft-repair;camping;unmarried;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Police;10;1;Not Defined;0;1;NO;70700;7070;14140;49490;2008;N
140;30;100/300;500;1354.2;0;FEMALE;College;adm-clerical;bungie-jumping;wife;100500;0;Multi-vehicle Collision;Side Collision;Minor Damage;Other;4;4;Not Defined;0;0;Not Defined;60170;5470;10940;43760;2006;N
250;42;100/300;500;1055.6;0;MALE;High School;exec-managerial;paintball;husband;69500;-40700;Single Vehicle Collision;Rear Collision;Major Damage;Other;16;1;Not Defined;1;1;Not Defined;74800;13600;6800;54400;2009;Y
286;41;250/500;1000;999.43;0;MALE;College;prof-specialty;paintball;wife;25800;0;Vehicle Theft;Not Defined;Trivial Damage;Police;3;1;YES;2;0;Not Defined;4100;820;410;2870;2009;N
356;47;250/500;2000;1155.97;0;MALE;High School;prof-specialty;camping;husband;0;0;Single Vehicle Collision;Side Collision;Minor Damage;Other;5;1;YES;0;3;Not Defined;61490;5590;11180;44720;2009;N
65;29;250/500;1000;1726.91;0;MALE;High School;other-service;basketball;own-child;0;0;Vehicle Theft;Not Defined;Trivial Damage;None;14;1;Not Defined;0;0;Not Defined;7200;720;1440;5040;1999;N
187;34;500/1000;500;1232.57;0;FEMALE;PhD;machine-op-inspct;polo;not-in-family;59500;0;Multi-vehicle Collision;Side Collision;Minor Damage;Fire;7;3;Not Defined;0;0;Not Defined;45100;8200;4100;32800;2011;N
386;53;250/500;500;1078.65;0;MALE;JD;craft-repair;camping;not-in-family;36800;0;Single Vehicle Collision;Front Collision;Minor Damage;Police;16;1;Not Defined;2;3;YES;66660;12120;6060;48480;2006;N
197;41;500/1000;1000;1324.78;0;FEMALE;PhD;prof-specialty;basketball;not-in-family;0;-64500;Single Vehicle Collision;Front Collision;Major Damage;Police;6;1;NO;2;2;YES;76400;15280;7640;53480;1997;Y
166;37;250/500;500;1518.54;0;FEMALE;MD;craft-repair;kayaking;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Ambulance;10;1;YES;1;1;NO;58300;10600;10600;37100;2001;N
293;49;100/300;2000;1239.06;0;FEMALE;JD;transport-moving;skydiving;husband;34900;0;Single Vehicle Collision;Front Collision;Total Loss;Police;19;1;Not Defined;1;1;Not Defined;57310;5210;10420;41680;2002;N
179;32;500/1000;2000;1246.68;0;FEMALE;PhD;priv-house-serv;movies;own-child;0;0;Single Vehicle Collision;Front Collision;Minor Damage;Fire;10;1;Not Defined;0;1;Not Defined;53100;5900;5900;41300;2006;N
76;24;250/500;1000;1622.67;0;FEMALE;MD;priv-house-serv;paintball;husband;0;0;Multi-vehicle Collision;Side Collision;Total Loss;Ambulance;6;3;NO;1;1;Not Defined;74700;14940;7470;52290;1997;N
105;28;250/500;500;1082.36;0;FEMALE;Associate;prof-specialty;golf;own-child;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;12;3;NO;2;2;NO;60500;12100;6050;42350;1995;N
97;26;250/500;1000;1270.55;0;MALE;Masters;protective-serv;chess;unmarried;0;-72100;Multi-vehicle Collision;Side Collision;Total Loss;Other;10;3;YES;2;3;NO;84920;7720;15440;61760;2006;Y
148;36;500/1000;1000;1236.32;5000000;FEMALE;MD;adm-clerical;hiking;own-child;55100;0;Single Vehicle Collision;Side Collision;Total Loss;Police;0;1;NO;2;0;NO;61050;5550;11100;44400;2009;N
77;26;250/500;2000;785.82;0;MALE;JD;exec-managerial;movies;other-relative;49700;0;Multi-vehicle Collision;Rear Collision;Major Damage;Police;12;3;YES;2;0;Not Defined;69080;12560;6280;50240;2009;Y
295;46;250/500;500;1265.84;0;FEMALE;JD;prof-specialty;paintball;own-child;52200;-44500;Vehicle Theft;Not Defined;Minor Damage;None;10;1;YES;1;3;YES;4560;760;380;3420;2007;N
126;28;250/500;500;1508.9;0;FEMALE;JD;machine-op-inspct;skydiving;other-relative;0;0;Multi-vehicle Collision;Rear Collision;Total Loss;Police;3;4;NO;0;1;Not Defined;67800;11300;11300;45200;2011;N
132;32;250/500;2000;1106.84;0;MALE;PhD;other-service;reading;wife;43100;-31900;Vehicle Theft;Not Defined;Minor Damage;Police;21;1;YES;1;1;YES;5600;1120;560;3920;2005;N
370;55;500/1000;2000;1389.13;7000000;MALE;JD;other-service;basketball;wife;0;-53200;Vehicle Theft;Not Defined;Minor Damage;None;6;1;Not Defined;0;2;Not Defined;9000;900;1800;6300;2015;N
257;43;100/300;1000;974.84;0;FEMALE;JD;transport-moving;kayaking;other-relative;52100;0;Single Vehicle Collision;Rear Collision;Total Loss;Police;0;1;NO;0;1;YES;85320;21330;7110;56880;2006;N
9;24;100/300;2000;1304.46;0;FEMALE;PhD;machine-op-inspct;golf;other-relative;51700;-33300;Vehicle Theft;Not Defined;Trivial Damage;None;6;1;NO;0;3;YES;5940;540;1080;4320;2001;Y
185;34;250/500;500;1257.36;0;FEMALE;PhD;armed-forces;movies;husband;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Fire;20;3;YES;1;1;Not Defined;51370;9340;4670;37360;2000;Y
234;43;250/500;500;1257.04;0;MALE;Associate;protective-serv;reading;own-child;0;-48800;Single Vehicle Collision;Rear Collision;Major Damage;Police;4;1;NO;2;2;YES;51600;10320;5160;36120;2011;N
253;44;100/300;2000;719.52;0;FEMALE;High School;farming-fishing;golf;own-child;45800;0;Parked Car;Not Defined;Trivial Damage;None;9;1;NO;0;3;Not Defined;5400;600;600;4200;1998;N
233;39;500/1000;2000;1524.18;0;MALE;JD;craft-repair;reading;unmarried;0;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Fire;20;3;Not Defined;1;0;YES;48870;5430;5430;38010;1999;N
274;44;500/1000;500;1395.58;0;FEMALE;JD;tech-support;reading;husband;0;0;Vehicle Theft;Not Defined;Minor Damage;Police;7;1;NO;2;1;Not Defined;5590;860;860;3870;2000;N
297;48;500/1000;1000;1243.68;0;MALE;Masters;protective-serv;camping;wife;0;-71400;Multi-vehicle Collision;Front Collision;Major Damage;Other;18;3;Not Defined;0;2;Not Defined;54960;6870;0;48090;2002;Y
273;47;500/1000;1000;1189.04;0;FEMALE;Associate;prof-specialty;video-games;own-child;59600;0;Multi-vehicle Collision;Side Collision;Minor Damage;Police;0;3;NO;1;3;Not Defined;39800;7960;3980;27860;2014;N
147;37;500/1000;2000;1375.29;0;FEMALE;Masters;armed-forces;chess;own-child;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;11;3;Not Defined;0;1;Not Defined;56160;6240;6240;43680;2015;Y
285;42;100/300;500;1389.13;0;MALE;Associate;priv-house-serv;golf;not-in-family;63100;-79400;Single Vehicle Collision;Side Collision;Total Loss;Fire;13;1;NO;0;3;Not Defined;52700;5270;10540;36890;2005;N
289;43;500/1000;1000;1387.51;0;FEMALE;Associate;sales;base-jumping;not-in-family;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Fire;19;3;YES;1;3;Not Defined;68580;7620;7620;53340;2010;N
427;60;100/300;1000;1178.61;7000000;MALE;MD;craft-repair;board-games;own-child;0;-54400;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;23;1;YES;1;2;YES;90860;12980;19470;58410;2004;Y
380;53;250/500;2000;1166.62;6000000;MALE;Associate;priv-house-serv;bungie-jumping;wife;0;0;Parked Car;Not Defined;Trivial Damage;Police;23;1;NO;0;3;NO;5700;570;570;4560;2001;N
13;21;100/300;1000;1556.31;0;MALE;Associate;prof-specialty;golf;not-in-family;0;-75000;Multi-vehicle Collision;Side Collision;Total Loss;Police;19;3;YES;2;0;YES;94930;8630;8630;77670;2014;N
282;43;250/500;500;1452.27;0;MALE;MD;farming-fishing;video-games;not-in-family;75800;0;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;19;1;NO;1;2;NO;46800;4680;9360;32760;2007;Y
312;47;500/1000;1000;1212.07;0;FEMALE;MD;exec-managerial;polo;wife;66900;-51800;Multi-vehicle Collision;Side Collision;Total Loss;Fire;17;3;NO;2;3;NO;56320;7040;7040;42240;2000;N
266;46;100/300;2000;1578.54;0;MALE;Associate;handlers-cleaners;chess;husband;0;-41400;Single Vehicle Collision;Front Collision;Minor Damage;Fire;18;1;NO;1;3;YES;83490;7590;15180;60720;1996;N
30;36;500/1000;500;1488.26;0;FEMALE;College;machine-op-inspct;golf;wife;0;-63500;Multi-vehicle Collision;Side Collision;Total Loss;Police;17;3;NO;2;2;Not Defined;57900;5790;5790;46320;2008;N
198;36;250/500;1000;1096.39;0;MALE;High School;armed-forces;kayaking;own-child;0;0;Multi-vehicle Collision;Rear Collision;Total Loss;Fire;11;3;Not Defined;1;3;YES;49410;5490;5490;38430;2015;N
290;45;500/1000;2000;1215.36;0;MALE;Associate;tech-support;reading;own-child;54400;0;Multi-vehicle Collision;Side Collision;Minor Damage;Fire;22;3;Not Defined;0;1;NO;66200;6620;6620;52960;2012;N
260;46;100/300;2000;1482.57;0;MALE;MD;priv-house-serv;reading;husband;35000;0;Single Vehicle Collision;Front Collision;Minor Damage;Fire;7;1;NO;0;1;NO;64080;10680;10680;42720;2005;N
233;43;250/500;1000;954.18;0;FEMALE;College;tech-support;dancing;other-relative;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Other;17;3;Not Defined;2;3;YES;42500;8500;4250;29750;2000;N
130;30;500/1000;2000;1193.4;0;MALE;PhD;exec-managerial;bungie-jumping;own-child;0;-40800;Multi-vehicle Collision;Side Collision;Total Loss;Other;16;3;NO;2;3;Not Defined;48950;8900;4450;35600;2005;N
230;42;100/300;1000;1023.11;0;FEMALE;MD;adm-clerical;golf;own-child;0;-45300;Multi-vehicle Collision;Rear Collision;Minor Damage;Other;13;3;NO;1;2;YES;58850;10700;10700;37450;1999;N
212;40;500/1000;1000;1524.45;0;FEMALE;Masters;other-service;golf;husband;73200;0;Multi-vehicle Collision;Side Collision;Minor Damage;Other;17;3;YES;0;2;YES;82400;8240;8240;65920;2006;N
299;44;500/1000;1000;1653.32;0;FEMALE;College;other-service;bungie-jumping;other-relative;0;-48800;Single Vehicle Collision;Rear Collision;Minor Damage;Ambulance;3;1;YES;2;0;Not Defined;54240;6780;6780;40680;2009;N
91;26;250/500;1000;1022.46;0;FEMALE;Associate;armed-forces;video-games;other-relative;52700;0;Multi-vehicle Collision;Front Collision;Minor Damage;Other;15;3;Not Defined;0;2;Not Defined;74200;7420;7420;59360;1996;N
398;53;100/300;2000;1396.43;0;FEMALE;Associate;priv-house-serv;base-jumping;unmarried;21500;0;Single Vehicle Collision;Front Collision;Total Loss;Fire;16;1;YES;2;1;Not Defined;47430;5270;5270;36890;2000;N
218;43;250/500;500;1521.55;0;FEMALE;Associate;priv-house-serv;polo;other-relative;61100;-64500;Single Vehicle Collision;Rear Collision;Major Damage;Fire;18;1;Not Defined;1;3;YES;68200;13640;6820;47740;2003;Y
152;33;100/300;1000;1034.27;0;FEMALE;JD;armed-forces;exercise;husband;0;0;Single Vehicle Collision;Front Collision;Minor Damage;Fire;18;1;NO;1;0;NO;63900;7100;7100;49700;2014;N
212;39;100/300;1000;1255.35;0;FEMALE;JD;protective-serv;skydiving;not-in-family;60300;-58900;Multi-vehicle Collision;Rear Collision;Total Loss;Ambulance;22;2;NO;0;3;YES;59300;11860;5930;41510;2008;N
242;44;500/1000;2000;1396.89;6000000;FEMALE;College;priv-house-serv;chess;other-relative;0;-61600;Multi-vehicle Collision;Front Collision;Minor Damage;Other;15;3;NO;1;2;YES;66900;6690;13380;46830;1999;Y
80;27;500/1000;500;795.31;0;MALE;JD;farming-fishing;skydiving;husband;0;-51000;Multi-vehicle Collision;Rear Collision;Major Damage;Police;16;3;YES;1;3;Not Defined;40810;3710;7420;29680;2000;Y
260;43;100/300;500;982.22;0;FEMALE;JD;exec-managerial;skydiving;not-in-family;54500;-72100;Single Vehicle Collision;Front Collision;Total Loss;Fire;18;1;Not Defined;1;0;Not Defined;75400;15080;7540;52780;2011;N
133;34;500/1000;500;1074.07;0;FEMALE;JD;prof-specialty;bungie-jumping;husband;70900;-61100;Parked Car;Not Defined;Minor Damage;None;8;1;NO;2;0;YES;4200;420;840;2940;2013;N
290;45;100/300;1000;1311.3;0;FEMALE;Associate;machine-op-inspct;chess;wife;38500;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;23;3;YES;0;0;YES;52650;5850;5850;40950;2001;Y
322;49;250/500;2000;1277.12;0;FEMALE;PhD;armed-forces;kayaking;own-child;0;-46000;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;18;1;Not Defined;0;2;YES;42240;7680;7680;26880;2007;N
228;39;500/1000;500;1388.62;0;FEMALE;JD;sales;reading;husband;35200;0;Single Vehicle Collision;Side Collision;Minor Damage;Other;10;1;YES;1;0;YES;59490;6610;6610;46270;1995;N
195;37;100/300;1000;1406.52;8000000;MALE;MD;tech-support;base-jumping;unmarried;0;0;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;12;1;NO;0;2;NO;44200;4420;4420;35360;2002;Y
247;39;100/300;500;1558.29;0;FEMALE;Masters;protective-serv;reading;unmarried;0;-49300;Vehicle Theft;Not Defined;Trivial Damage;Police;5;1;YES;1;2;Not Defined;7700;770;1540;5390;2000;N
405;57;500/1000;1000;1132.47;4000000;MALE;MD;priv-house-serv;exercise;other-relative;46300;0;Multi-vehicle Collision;Front Collision;Total Loss;Other;21;3;Not Defined;2;3;Not Defined;61440;10240;10240;40960;2008;N
144;37;250/500;2000;1896.91;0;FEMALE;PhD;handlers-cleaners;sleeping;not-in-family;73700;0;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;17;3;YES;1;3;NO;54400;5440;10880;38080;2015;Y
338;47;500/1000;500;1143.46;4000000;MALE;MD;priv-house-serv;polo;other-relative;0;0;Single Vehicle Collision;Front Collision;Total Loss;Other;4;1;YES;2;1;Not Defined;58560;9760;9760;39040;2002;N
121;34;500/1000;500;1285.42;0;MALE;MD;priv-house-serv;video-games;wife;0;0;Single Vehicle Collision;Front Collision;Major Damage;Fire;11;1;NO;1;1;NO;67300;6730;6730;53840;2000;Y
398;55;250/500;2000;1305.26;0;MALE;MD;farming-fishing;skydiving;wife;66200;-49700;Single Vehicle Collision;Rear Collision;Major Damage;Fire;18;1;Not Defined;1;3;YES;36740;3340;6680;26720;1998;Y
9;30;100/300;1000;1073.83;0;FEMALE;High School;machine-op-inspct;dancing;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Police;12;1;Not Defined;0;0;NO;85690;15580;15580;54530;2011;N
115;31;500/1000;1000;1051.67;0;FEMALE;Associate;exec-managerial;bungie-jumping;not-in-family;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;18;3;YES;0;3;NO;34160;0;4270;29890;2005;Y
280;48;250/500;1000;1387.35;0;MALE;JD;transport-moving;paintball;not-in-family;0;-72000;Single Vehicle Collision;Front Collision;Minor Damage;Fire;16;1;NO;2;2;Not Defined;61320;10220;10220;40880;1998;N
254;45;250/500;500;1083.64;0;MALE;JD;other-service;paintball;husband;59800;0;Multi-vehicle Collision;Rear Collision;Total Loss;Police;19;3;YES;0;0;Not Defined;79680;13280;13280;53120;2004;N
141;30;250/500;1000;1851.78;0;FEMALE;High School;craft-repair;exercise;other-relative;78800;0;Single Vehicle Collision;Front Collision;Total Loss;Fire;13;1;NO;1;0;YES;61740;6860;6860;48020;2002;N
