age;maritalsts;education;balance;hhinsurance;carloan;carinsurance
31;single;secondary;691;1;0;0
33;married;tertiary;10;1;0;0
46;single;secondary;533;0;0;0
43;married;secondary;14144;1;0;1
59;married;primary;0;0;0;0
41;married;primary;2453;1;0;1
60;married;secondary;5;0;0;0
45;married;tertiary;1363;1;0;0
55;married;primary;628;0;1;0
30;married;secondary;455;1;0;1
47;divorced;primary;617;0;0;0
32;single;tertiary;8866;0;0;1
42;married;secondary;179;1;0;0
58;married;primary;0;1;0;0
61;divorced;tertiary;6;1;0;1
34;married;tertiary;882;0;0;0
33;single;secondary;-85;1;0;0
30;single;tertiary;0;0;0;0
28;single;secondary;1736;1;0;0
44;divorced;primary;75;1;0;0
33;married;secondary;88;1;0;0
46;married;secondary;922;0;1;0
29;married;secondary;1135;1;0;1
35;married;secondary;977;1;0;0
25;single;secondary;139;0;1;1
35;single;secondary;-257;1;0;0
47;married;tertiary;871;0;0;0
30;married;tertiary;419;1;0;1
29;single;tertiary;9407;0;0;1
45;married;secondary;1;1;0;0
35;married;tertiary;4564;0;0;0
45;divorced;primary;104;1;0;0
33;single;secondary;1429;1;0;1
43;single;primary;698;1;0;0
43;married;secondary;429;1;0;0
56;married;secondary;101;0;1;0
47;divorced;secondary;165;0;0;0
32;married;secondary;0;0;0;0
35;married;secondary;2355;1;0;0
39;divorced;secondary;0;1;0;0
57;married;secondary;1230;0;0;0
36;married;primary;2347;1;0;0
52;married;tertiary;1392;0;0;0
43;divorced;tertiary;187;0;0;0
45;single;secondary;0;0;0;1
40;married;secondary;498;1;0;0
50;married;tertiary;253;0;0;1
52;married;primary;14;0;1;0
41;married;tertiary;231;0;0;1
40;married;secondary;1161;1;1;0
42;single;secondary;-247;1;1;1
32;single;tertiary;705;1;0;0
30;married;secondary;-206;1;1;0
56;divorced;primary;-9;1;1;1
52;married;secondary;992;1;0;1
34;married;secondary;640;1;0;1
32;married;tertiary;169;0;0;1
33;single;primary;863;1;0;1
32;single;secondary;706;1;0;0
35;married;tertiary;775;0;0;0
31;married;tertiary;0;1;1;1
33;single;secondary;3160;0;0;0
37;married;tertiary;0;1;0;1
58;divorced;tertiary;5701;0;0;1
29;married;secondary;-475;1;0;0
46;single;primary;10;0;0;0
33;single;tertiary;1107;1;0;1
49;married;primary;889;0;0;1
47;married;primary;2466;1;0;0
59;single;secondary;671;1;1;0
33;single;tertiary;224;0;0;1
39;married;secondary;563;1;0;0
32;married;tertiary;1501;1;0;0
55;married;primary;113;0;0;1
52;married;secondary;386;0;0;1
34;married;secondary;48;1;0;1
25;single;secondary;102;0;1;1
43;married;secondary;2160;0;0;1
45;divorced;tertiary;963;1;0;1
34;divorced;primary;46;1;0;0
66;married;secondary;2326;0;1;1
30;single;secondary;2424;0;0;1
29;single;tertiary;5;0;0;1
45;married;secondary;0;1;1;0
60;married;tertiary;1573;0;0;0
63;married;secondary;708;0;0;0
37;married;secondary;10465;0;0;0
33;married;tertiary;882;0;0;1
48;divorced;primary;432;1;0;0
47;married;secondary;1808;0;1;0
27;single;secondary;671;1;0;0
27;married;secondary;132;1;0;0
26;single;primary;3342;1;0;0
24;single;secondary;409;1;0;1
28;single;secondary;-127;1;0;1
51;single;tertiary;-55;1;0;0
55;divorced;tertiary;9756;1;0;1
50;single;secondary;2252;0;0;1
38;single;secondary;53;0;0;0
25;divorced;secondary;720;1;0;0
28;single;tertiary;731;1;0;0
44;divorced;tertiary;-26;0;0;0
28;married;secondary;-522;1;1;1
38;divorced;secondary;19;1;0;1
34;divorced;secondary;3997;1;0;0
57;married;primary;389;0;0;0
35;married;secondary;444;1;0;0
33;single;tertiary;562;1;1;1
57;divorced;secondary;3625;1;0;0
43;divorced;secondary;3350;1;1;0
34;single;secondary;524;0;0;0
36;single;secondary;948;0;1;0
58;divorced;tertiary;50;1;0;0
34;married;secondary;-694;1;0;0
46;married;tertiary;0;0;0;0
40;married;primary;32;1;0;0
41;married;secondary;2480;1;0;0
42;married;primary;480;1;0;0
30;married;secondary;-166;1;1;0
32;single;primary;18;1;1;0
37;married;secondary;2061;1;1;1
32;single;secondary;2093;0;0;1
26;single;secondary;581;1;1;0
41;single;secondary;2184;0;0;0
43;single;tertiary;1696;1;0;1
56;married;secondary;1956;0;0;0
73;married;primary;508;0;0;1
34;single;secondary;52;0;0;0
28;single;tertiary;682;1;0;0
54;married;secondary;962;1;0;1
48;married;secondary;2409;1;0;0
35;single;secondary;188;1;0;1
30;single;tertiary;-679;1;0;0
29;single;tertiary;200;1;0;0
36;divorced;secondary;556;1;0;0
39;married;secondary;0;1;0;0
53;married;tertiary;583;0;0;1
28;single;secondary;4793;0;0;0
41;divorced;tertiary;1576;1;0;0
27;single;secondary;1742;1;0;1
37;married;secondary;121;0;1;0
58;married;tertiary;2577;1;1;0
59;single;tertiary;1180;0;0;0
61;divorced;secondary;6481;0;0;1
33;married;tertiary;8023;0;0;0
47;married;primary;1480;0;0;0
59;divorced;secondary;1;0;0;1
39;married;secondary;597;1;0;0
54;married;tertiary;651;1;1;0
29;single;secondary;234;1;0;0
76;divorced;primary;802;0;0;1
53;divorced;secondary;1301;1;0;0
29;married;tertiary;-6;1;0;0
43;married;secondary;3;1;0;0
58;divorced;tertiary;0;0;0;0
34;single;tertiary;5945;1;0;0
31;single;secondary;8626;0;0;0
59;married;tertiary;2239;0;0;1
35;married;tertiary;948;1;0;0
60;single;secondary;27;0;0;0
41;married;secondary;456;1;0;1
38;married;tertiary;1066;1;0;0
30;single;tertiary;5074;1;0;0
34;single;secondary;215;0;0;1
39;married;secondary;260;1;0;1
35;single;tertiary;431;0;0;1
59;married;primary;1727;0;0;1
57;married;primary;3376;1;0;1
27;single;tertiary;689;0;0;0
45;single;secondary;0;1;0;0
50;married;primary;495;0;0;0
31;married;secondary;879;1;0;1
59;married;secondary;-1246;0;0;0
48;married;secondary;1397;0;0;0
33;married;secondary;288;1;0;0
34;single;tertiary;1;0;0;0
32;married;primary;102;1;0;1
39;single;secondary;0;0;0;0
39;married;secondary;-99;0;0;0
44;married;tertiary;792;0;0;1
39;divorced;secondary;385;0;0;1
48;married;secondary;23495;0;0;0
44;married;secondary;533;1;0;0
39;single;secondary;822;1;1;0
52;single;secondary;-528;1;1;1
55;married;primary;298;1;0;0
38;single;tertiary;0;0;0;0
32;married;secondary;1840;1;0;0
59;married;secondary;1;0;0;1
51;married;primary;492;1;0;0
42;married;tertiary;372;1;0;1
50;married;secondary;-253;0;0;0
23;single;secondary;431;0;0;1
50;married;secondary;1165;0;0;1
49;married;secondary;412;0;0;1
38;married;tertiary;193;0;0;0
21;married;secondary;2062;1;0;0
37;married;tertiary;3236;0;0;1
57;married;tertiary;9103;0;1;1
57;married;secondary;1044;0;0;1
31;married;secondary;88;1;1;0
49;single;secondary;1150;1;0;0
60;married;secondary;957;0;0;1
36;married;tertiary;495;0;0;1
35;divorced;primary;37;0;1;0
32;married;tertiary;312;1;0;0
42;single;secondary;506;1;1;0
48;single;secondary;1385;0;0;0
40;married;secondary;1515;1;0;1
54;married;primary;714;0;0;0
41;married;primary;-52;1;1;0
60;married;tertiary;0;0;0;1
38;married;secondary;581;1;0;0
45;married;secondary;4111;1;0;0
30;divorced;tertiary;0;0;0;0
27;single;tertiary;0;0;0;1
39;married;secondary;-455;1;0;0
32;divorced;tertiary;530;1;0;0
36;married;primary;403;1;0;1
45;married;secondary;7895;1;0;1
51;married;primary;1162;1;0;1
31;single;tertiary;933;1;0;0
64;married;primary;768;0;0;0
27;single;primary;223;0;0;0
62;married;secondary;272;0;0;1
21;single;secondary;519;0;0;0
31;single;secondary;53;1;1;1
35;married;secondary;-197;1;0;0
43;married;secondary;2160;0;0;1
47;married;primary;94;1;0;0
37;married;secondary;942;0;0;0
33;single;tertiary;816;1;0;1
35;married;tertiary;656;1;1;0
34;single;tertiary;625;0;1;1
34;married;primary;357;1;0;0
45;married;tertiary;523;1;0;0
37;married;primary;693;1;0;0
43;married;secondary;0;1;0;0
51;divorced;tertiary;0;0;0;1
43;single;secondary;386;0;0;0
34;single;secondary;557;0;0;1
29;divorced;secondary;92;1;0;0
50;married;secondary;325;1;0;0
46;married;tertiary;4;0;0;1
20;single;secondary;76;1;0;1
39;single;tertiary;816;1;0;0
53;married;secondary;284;0;0;1
33;single;tertiary;224;0;0;1
46;married;secondary;2948;0;0;1
37;divorced;secondary;316;1;0;1
27;single;secondary;167;0;1;0
38;married;primary;190;1;0;1
31;single;secondary;1090;1;0;0
52;married;secondary;657;0;0;1
52;married;secondary;1027;0;0;0
33;married;tertiary;752;1;0;0
52;married;tertiary;2557;0;0;1
38;married;secondary;508;1;0;0
48;married;secondary;-876;0;1;0
40;married;secondary;42;0;0;1
30;married;primary;-171;1;0;0
38;married;tertiary;2812;1;0;1
42;married;secondary;-556;1;0;0
46;married;primary;3512;0;0;1
34;single;tertiary;9962;0;0;1
33;married;secondary;796;1;0;0
52;married;primary;9804;1;1;0
38;married;secondary;333;1;0;0
48;married;secondary;1730;1;0;0
40;married;secondary;406;1;0;1
32;single;secondary;717;0;0;0
27;single;tertiary;1501;1;0;0
33;single;tertiary;272;1;0;1
37;married;tertiary;678;0;1;0
32;single;tertiary;948;1;0;0
36;married;primary;994;1;0;0
53;married;primary;655;1;0;0
36;single;tertiary;635;0;0;0
44;married;secondary;398;1;0;0
29;divorced;secondary;590;1;0;0
38;married;tertiary;327;1;1;1
31;single;tertiary;137;0;0;0
30;single;tertiary;12857;1;0;1
33;married;primary;3074;0;0;0
38;married;primary;7005;1;0;1
39;divorced;secondary;150;0;0;0
32;single;tertiary;2340;0;0;1
50;married;primary;1903;0;0;0
58;single;secondary;119;1;1;1
37;married;secondary;5115;1;0;1
47;married;secondary;636;0;0;0
33;married;tertiary;2604;0;0;0
38;married;primary;-363;0;0;0
25;single;secondary;358;0;0;1
50;single;secondary;1318;0;1;0
46;divorced;tertiary;0;0;0;1
54;married;secondary;2061;1;0;0
51;married;secondary;-14;0;1;0
57;married;tertiary;7699;0;1;0
33;married;secondary;3458;1;0;0
51;divorced;secondary;7928;1;0;0
40;married;primary;72;1;1;1
41;married;secondary;2157;1;0;0
23;single;secondary;870;0;0;1
33;divorced;secondary;818;1;1;0
27;single;tertiary;2489;0;0;1
77;divorced;secondary;3417;0;0;1
28;single;secondary;6307;1;0;0
52;married;secondary;94;0;0;1
35;married;secondary;2074;1;0;0
48;married;secondary;0;0;0;0
36;single;secondary;0;0;0;0
50;married;primary;604;0;0;0
39;single;primary;1522;0;0;0
72;married;tertiary;132;0;0;1
45;single;secondary;1171;1;0;0
59;married;secondary;309;0;0;0
54;married;secondary;1378;1;0;0
31;married;secondary;652;0;1;0
32;single;primary;2829;1;0;0
59;single;secondary;351;1;0;1
46;divorced;secondary;2232;0;0;1
41;married;secondary;705;1;0;0
42;married;tertiary;2816;0;0;1
44;single;primary;-4;0;1;1
29;single;secondary;908;1;0;1
31;married;tertiary;414;0;0;0
66;married;secondary;3409;0;0;0
47;married;secondary;293;0;0;1
26;single;secondary;191;1;0;1
36;married;tertiary;4596;1;0;1
44;married;tertiary;1954;0;0;1
29;single;tertiary;737;1;1;0
44;married;secondary;1442;0;0;0
42;married;primary;1523;1;1;0
47;married;secondary;0;0;0;1
37;single;tertiary;3649;1;0;0
43;married;tertiary;3518;0;0;1
31;single;tertiary;581;1;1;0
36;married;tertiary;376;0;0;1
49;married;secondary;199;1;0;0
35;married;tertiary;451;1;0;0
38;married;primary;7005;1;0;1
49;married;secondary;1854;1;0;0
32;married;primary;50;1;0;0
59;married;secondary;116;0;0;1
58;married;primary;565;0;0;1
26;single;secondary;279;0;0;0
44;married;secondary;860;1;1;0
40;single;secondary;943;1;0;0
58;married;secondary;1476;1;0;0
47;married;primary;0;1;0;0
43;divorced;primary;177;0;0;0
50;married;primary;5776;0;0;0
61;married;secondary;243;0;0;1
46;married;secondary;591;0;0;0
54;married;primary;0;1;0;0
46;married;secondary;659;1;0;1
33;married;secondary;1464;1;0;1
30;single;secondary;915;1;0;1
34;married;primary;72;1;0;0
53;married;secondary;10541;0;0;1
37;single;secondary;3764;0;0;0
28;single;secondary;-46;1;0;1
38;married;tertiary;1223;0;0;1
33;married;tertiary;1278;0;0;1
32;married;tertiary;3442;0;0;0
38;married;secondary;208;1;0;0
43;married;secondary;1358;0;0;1
43;married;tertiary;-334;1;0;0
36;single;tertiary;7506;1;0;1
47;single;tertiary;324;0;1;0
30;married;secondary;8781;1;0;1
60;married;tertiary;315;0;0;1
55;married;tertiary;563;1;0;0
33;single;secondary;920;1;0;0
59;married;tertiary;185;0;0;0
37;married;secondary;1207;1;0;1
36;married;secondary;15485;0;0;1
36;single;tertiary;811;0;0;1
23;single;secondary;210;1;0;0
33;married;secondary;258;1;0;0
39;married;tertiary;1047;0;0;1
37;married;secondary;274;1;0;1
50;married;tertiary;8649;1;0;0
31;married;secondary;413;1;0;0
58;married;tertiary;1271;1;0;0
56;married;secondary;2558;0;0;0
39;married;secondary;376;0;0;0
30;married;secondary;294;1;1;0
32;single;secondary;540;0;1;1
34;married;primary;3868;1;0;0
44;divorced;secondary;-1;0;1;0
44;married;secondary;267;0;0;1
42;married;primary;319;1;0;0
48;married;tertiary;810;0;0;0
30;single;secondary;330;0;1;0
40;married;secondary;4157;1;0;0
41;married;tertiary;768;0;0;0
44;married;secondary;-617;1;0;0
30;single;tertiary;178;0;0;1
31;divorced;tertiary;756;0;0;1
46;married;secondary;7;0;0;0
55;single;secondary;1507;1;0;0
62;married;secondary;272;0;0;1
22;single;tertiary;691;0;0;1
38;single;secondary;2470;1;0;0
44;married;tertiary;1058;0;0;1
38;single;tertiary;3141;0;0;1
69;married;secondary;2473;0;0;1
29;single;secondary;1934;0;0;1
56;divorced;secondary;3450;0;0;1
53;married;secondary;459;0;0;1
39;divorced;tertiary;224;0;0;1
31;single;tertiary;515;0;0;1
31;single;tertiary;1887;0;1;0
31;single;tertiary;3729;1;0;0
31;married;tertiary;425;1;0;0
39;married;secondary;215;0;0;1
52;married;primary;2091;0;0;0
40;married;tertiary;9366;0;0;1
35;married;secondary;-489;1;0;0
28;single;secondary;949;1;0;1
25;single;secondary;331;0;0;1
28;single;tertiary;373;1;0;0
44;divorced;secondary;558;1;0;0
28;single;tertiary;290;1;0;0
29;single;secondary;210;0;1;0
36;married;tertiary;23;0;0;0
50;married;secondary;2717;1;0;0
35;married;tertiary;0;0;0;0
48;married;secondary;10655;0;0;0
49;married;secondary;823;0;0;1
47;married;secondary;243;1;0;0
33;married;primary;217;1;0;0
35;single;primary;167;0;1;1
31;married;tertiary;1812;0;0;1
54;married;primary;433;1;0;0
25;single;secondary;2311;0;1;1
39;married;primary;7304;1;0;0
52;divorced;secondary;230;0;0;1
34;single;tertiary;26575;0;0;0
27;single;tertiary;338;0;1;0
27;married;secondary;2183;1;1;1
35;married;tertiary;5271;1;0;0
33;married;secondary;315;0;0;1
36;single;secondary;1227;1;1;1
38;married;secondary;336;1;0;0
46;married;secondary;3434;0;1;1
33;divorced;secondary;488;0;0;0
32;single;primary;60;1;0;0
37;married;tertiary;255;0;0;1
39;single;secondary;1048;1;0;0
49;married;secondary;0;1;1;0
54;divorced;primary;10374;1;0;0
36;married;tertiary;911;1;1;1
52;married;tertiary;1453;0;0;0
55;divorced;tertiary;1241;0;0;0
81;divorced;primary;949;0;0;1
47;married;secondary;-107;0;0;0
35;divorced;secondary;39;0;0;0
24;single;primary;388;1;0;0
35;married;tertiary;3698;1;0;1
46;married;tertiary;53;0;0;0
38;single;secondary;61;1;0;0
46;married;secondary;244;0;0;0
33;married;secondary;1130;1;0;0
27;single;secondary;218;1;0;0
47;married;secondary;223;0;0;0
51;married;primary;605;0;0;0
31;divorced;secondary;646;1;0;0
33;married;primary;3512;1;0;0
42;single;secondary;583;0;0;0
26;married;secondary;0;1;0;0
54;married;secondary;0;0;0;1
35;single;tertiary;5958;1;0;1
36;married;secondary;419;1;0;0
42;married;secondary;2717;1;1;0
58;married;tertiary;361;0;0;0
55;married;primary;3876;0;0;0
45;divorced;primary;-207;0;0;1
43;married;tertiary;149;1;0;1
25;single;secondary;1857;1;0;1
27;single;secondary;302;0;0;0
59;single;secondary;2;0;0;1
38;divorced;tertiary;4335;1;0;0
40;married;secondary;1293;1;0;0
32;single;tertiary;229;1;0;0
32;single;secondary;6983;0;0;1
42;divorced;secondary;2129;0;0;1
38;divorced;secondary;0;1;0;1
76;married;tertiary;2991;0;0;1
53;married;tertiary;3634;0;0;1
54;married;secondary;1076;0;0;0
29;married;tertiary;-246;1;0;0
35;married;tertiary;3889;1;0;0
29;single;tertiary;1566;1;0;0
29;divorced;secondary;291;1;0;0
58;married;secondary;195;0;0;0
29;married;secondary;339;1;0;0
31;single;secondary;0;1;0;1
47;divorced;primary;126;1;0;1
57;divorced;tertiary;461;1;0;0
50;married;primary;4108;1;0;1
34;married;primary;-1;1;0;1
29;single;tertiary;368;1;0;0
38;single;tertiary;5774;1;0;1
35;single;primary;-4;1;0;0
36;married;secondary;1550;0;0;0
45;married;secondary;999;1;0;0
42;married;secondary;1263;1;0;0
60;married;tertiary;759;0;0;0
52;married;primary;618;1;1;0
34;single;tertiary;228;1;0;0
57;married;secondary;0;0;0;0
43;married;tertiary;0;0;0;1
30;married;tertiary;-340;1;1;0
49;divorced;secondary;1718;0;1;1
47;married;tertiary;4386;1;0;0
31;married;secondary;6;0;0;1
28;single;secondary;196;0;0;1
38;married;tertiary;1477;0;0;1
31;married;tertiary;3160;1;0;1
28;single;secondary;781;1;0;0
43;single;primary;36;1;0;0
26;single;tertiary;1134;0;0;1
22;single;secondary;0;1;0;0
46;married;tertiary;1600;1;1;1
66;married;tertiary;1948;0;0;1
38;married;secondary;750;1;0;0
56;married;tertiary;363;0;0;0
59;married;tertiary;281;0;0;0
25;single;secondary;1857;1;0;1
53;married;secondary;21522;0;0;0
29;married;secondary;580;1;1;1
25;single;tertiary;760;1;0;1
34;married;tertiary;3301;1;0;1
47;single;secondary;-239;1;1;1
53;married;tertiary;618;0;0;0
33;married;secondary;355;1;0;0
33;married;secondary;705;1;0;0
35;divorced;tertiary;146;0;0;1
29;single;secondary;84;0;1;1
29;single;secondary;316;1;0;1
61;married;secondary;1853;0;0;1
31;married;secondary;29;0;0;0
41;single;secondary;-109;1;1;1
39;married;secondary;2319;0;0;0
34;married;tertiary;197;0;0;1
49;married;secondary;1946;0;0;1
35;single;tertiary;145;1;0;1
33;married;secondary;0;1;1;0
43;married;secondary;481;0;0;0
49;married;secondary;321;0;0;0
37;married;secondary;4030;1;0;0
44;married;primary;858;1;0;0
60;married;secondary;10925;0;0;1
32;married;secondary;715;1;0;0
39;married;primary;3760;0;1;0
30;married;secondary;7032;0;0;0
33;single;tertiary;685;1;0;0
41;married;secondary;1020;1;0;0
46;married;secondary;1167;1;0;1
28;single;secondary;7;1;1;0
26;single;secondary;766;0;0;1
48;married;primary;332;1;0;0
37;married;primary;2410;0;0;0
38;single;secondary;2600;1;0;0
30;single;secondary;1395;1;0;0
48;married;tertiary;1;0;0;1
59;married;tertiary;553;1;0;1
59;married;primary;363;0;0;1
59;married;secondary;2308;0;0;1
44;married;primary;3407;1;0;0
34;married;tertiary;899;1;0;1
55;married;secondary;27624;0;0;1
38;married;secondary;300;0;0;0
27;single;tertiary;102;0;0;0
19;single;secondary;329;0;0;1
51;married;tertiary;0;0;1;0
32;married;secondary;1905;1;0;1
49;married;primary;1330;0;1;0
39;married;secondary;5562;0;0;0
80;divorced;primary;5861;0;0;0
42;married;secondary;2152;0;0;0
57;married;secondary;1316;0;0;0
54;divorced;primary;4401;0;0;1
48;married;secondary;0;1;0;0
62;married;primary;383;0;0;0
28;single;secondary;1;0;0;0
43;single;primary;0;0;0;1
59;married;primary;3062;1;0;0
39;single;primary;0;1;1;1
37;married;secondary;398;1;0;0
35;single;tertiary;3576;1;0;0
26;divorced;secondary;21;1;0;0
29;single;tertiary;1388;1;0;0
56;married;tertiary;5;0;0;0
31;divorced;secondary;-1185;1;0;0
52;married;secondary;2944;0;0;0
35;married;primary;623;1;0;0
35;married;tertiary;3168;0;0;0
27;single;tertiary;107;0;0;1
41;single;tertiary;1755;0;0;0
45;married;tertiary;510;0;0;0
36;single;secondary;9002;1;1;0
25;single;secondary;2007;0;0;1
36;single;tertiary;364;0;1;1
34;single;secondary;528;1;0;1
49;married;secondary;1264;0;0;0
54;divorced;tertiary;3076;0;0;1
43;single;secondary;733;1;0;1
59;married;primary;-182;0;1;0
37;single;tertiary;254;0;0;0
32;divorced;secondary;714;0;0;0
33;married;secondary;687;1;0;0
38;married;primary;481;1;0;0
35;married;secondary;898;1;0;1
32;single;tertiary;2974;1;0;1
26;single;secondary;33;0;0;0
45;married;secondary;297;0;0;0
46;married;primary;101;1;0;0
59;divorced;secondary;5583;1;0;1
36;single;secondary;0;1;0;1
48;divorced;secondary;94;1;0;0
27;married;primary;202;0;1;0
47;divorced;secondary;65;1;0;0
51;married;tertiary;1463;1;0;0
37;married;secondary;775;0;0;1
29;single;secondary;184;0;0;0
57;married;secondary;5313;0;0;1
50;divorced;secondary;458;0;0;0
34;married;tertiary;748;1;1;0
25;single;tertiary;1231;0;0;1
34;single;tertiary;682;0;0;0
38;married;secondary;0;1;0;0
33;married;secondary;89;0;0;0
47;married;secondary;49;1;0;0
48;married;secondary;1230;1;0;1
51;divorced;primary;10924;0;0;0
37;married;secondary;-349;1;0;0
39;divorced;primary;239;0;0;0
52;divorced;secondary;121;1;0;0
32;married;secondary;150;0;1;0
27;single;tertiary;970;1;0;0
37;married;secondary;-4;1;1;0
32;single;secondary;2615;0;0;1
53;married;secondary;1777;1;0;1
36;single;secondary;351;0;0;0
80;married;primary;1468;0;0;1
48;married;primary;474;1;1;0
43;married;tertiary;3003;0;0;0
31;single;tertiary;147;0;0;1
40;divorced;secondary;1694;0;0;1
29;single;secondary;459;0;0;1
34;single;secondary;2085;0;0;1
49;divorced;primary;235;0;0;0
32;single;tertiary;520;0;0;1
46;married;secondary;379;0;0;0
26;single;secondary;1099;0;0;0
37;married;secondary;-21;1;1;0
35;single;secondary;3384;1;0;0
31;married;secondary;0;0;0;1
31;married;primary;298;1;1;0
42;married;tertiary;4216;0;0;1
53;single;primary;208;1;0;0
44;single;tertiary;1367;1;0;1
56;married;secondary;11;0;0;0
41;divorced;tertiary;1256;0;0;0
28;single;tertiary;183;1;1;0
31;single;tertiary;64;0;0;1
54;married;primary;211;0;0;0
31;married;tertiary;4328;0;0;1
45;married;secondary;248;0;0;0
46;married;tertiary;1375;1;0;0
31;married;secondary;223;0;0;0
55;married;secondary;2854;1;0;0
30;married;secondary;874;1;0;0
32;divorced;secondary;-262;1;0;0
49;married;primary;287;1;0;0
30;married;secondary;5;0;1;1
34;married;tertiary;442;1;0;0
57;married;primary;1303;0;0;0
34;divorced;secondary;661;1;0;1
55;single;tertiary;43074;1;0;0
35;married;primary;-239;1;0;0
39;married;tertiary;-17;1;1;1
51;married;secondary;3025;0;0;1
39;married;secondary;266;0;0;0
32;married;secondary;-32;1;0;0
44;married;tertiary;3463;1;1;0
46;married;secondary;0;0;0;0
46;married;secondary;363;1;0;0
39;single;secondary;1435;0;0;1
37;married;secondary;764;1;0;0
26;single;secondary;81;0;1;0
34;married;secondary;-196;1;1;0
40;married;secondary;232;0;0;0
75;married;secondary;468;0;0;0
52;married;primary;57;1;1;0
49;married;primary;3;0;1;1
45;divorced;secondary;984;1;0;0
34;single;tertiary;42;0;0;0
57;divorced;tertiary;126;0;0;1
57;married;tertiary;830;1;1;1
27;married;secondary;953;1;0;0
63;married;secondary;2747;0;0;0
46;single;secondary;849;1;0;1
33;single;tertiary;-5;0;0;0
32;divorced;secondary;2017;0;1;0
37;single;secondary;0;0;0;0
33;single;tertiary;594;1;1;0
25;single;secondary;1135;1;0;0
34;single;secondary;550;1;0;0
32;married;tertiary;2465;1;1;1
43;married;secondary;167;1;0;0
31;single;secondary;605;1;0;0
23;married;secondary;299;1;0;0
45;married;tertiary;242;0;0;1
51;married;secondary;3984;0;0;0
37;single;secondary;243;0;0;0
34;single;secondary;892;1;0;0
37;single;tertiary;556;0;0;0
52;divorced;tertiary;0;0;0;0
38;married;secondary;2767;1;0;0
51;married;secondary;531;1;0;0
67;married;secondary;203;0;0;1
27;single;secondary;843;0;0;1
45;divorced;secondary;644;1;0;1
38;single;secondary;1137;0;0;0
28;single;secondary;189;1;0;0
26;single;secondary;941;0;1;1
37;divorced;tertiary;66;0;0;1
43;single;tertiary;-56;1;0;0
40;divorced;secondary;105;1;0;0
40;married;tertiary;35;0;0;0
41;married;secondary;352;1;0;0
35;divorced;tertiary;1354;1;0;1
29;single;secondary;734;1;1;1
42;married;tertiary;157;1;1;0
57;married;tertiary;894;1;0;0
22;single;primary;35;1;0;0
28;married;secondary;242;1;0;0
59;married;secondary;1341;0;0;0
41;single;secondary;100;1;0;0
37;married;secondary;580;1;0;0
51;single;secondary;1610;1;0;1
25;single;tertiary;1098;1;1;0
46;married;secondary;640;1;0;1
34;single;tertiary;1612;0;0;0
61;married;tertiary;997;0;0;1
62;married;secondary;816;0;0;0
38;single;secondary;439;0;0;0
34;divorced;tertiary;0;0;0;0
35;married;secondary;1092;0;0;0
26;single;secondary;632;0;0;1
52;single;primary;0;0;0;0
42;single;primary;22;1;0;0
44;single;primary;38;1;0;0
31;married;secondary;268;1;0;0
58;married;primary;2348;0;0;0
34;married;secondary;879;1;0;1
36;divorced;primary;666;1;0;0
31;married;primary;50;1;0;0
37;single;tertiary;698;0;0;1
26;married;secondary;710;1;1;1
60;married;secondary;1880;1;0;0
40;single;primary;0;1;1;0
38;married;tertiary;238;0;0;1
63;married;tertiary;0;0;0;0
53;married;tertiary;1786;1;0;0
52;married;secondary;1956;0;0;0
35;single;secondary;398;1;0;0
32;single;tertiary;2069;0;0;1
41;single;secondary;621;1;0;0
41;married;secondary;120;0;1;0
29;married;secondary;19;0;0;0
48;married;secondary;705;0;0;0
31;single;tertiary;924;0;0;1
44;married;secondary;-1317;1;0;0
58;married;primary;193;1;1;0
46;married;secondary;-408;1;1;0
45;married;secondary;724;1;1;0
49;married;secondary;1568;0;0;0
25;married;secondary;2228;1;0;1
45;married;secondary;154;1;0;1
36;married;secondary;1766;0;0;1
75;married;secondary;1470;0;0;0
46;married;secondary;0;0;0;1
61;married;tertiary;997;0;0;1
33;married;secondary;1536;0;0;1
44;married;tertiary;7818;0;0;1
58;married;secondary;-324;1;0;0
56;married;secondary;1671;0;0;0
47;married;tertiary;288;0;0;1
31;single;tertiary;6248;1;0;0
47;married;secondary;292;1;0;0
33;single;tertiary;0;1;0;1
30;single;primary;0;0;0;1
30;single;tertiary;3185;1;0;0
20;single;secondary;215;0;0;1
40;married;secondary;754;0;1;1
32;single;secondary;152;1;0;1
26;single;tertiary;238;1;0;0
31;single;tertiary;98;0;0;0
35;divorced;secondary;0;1;0;1
70;divorced;primary;1311;0;0;1
60;married;primary;6307;1;0;0
37;divorced;secondary;3467;0;0;0
35;married;tertiary;1133;1;0;1
28;married;primary;7459;1;0;1
18;single;primary;608;0;0;1
32;married;tertiary;168;0;0;0
35;married;tertiary;925;0;0;1
30;single;tertiary;0;1;0;1
43;married;secondary;774;0;0;1
45;married;tertiary;385;0;1;0
32;married;secondary;8043;1;0;0
39;single;tertiary;2454;1;0;1
56;married;secondary;277;0;0;0
37;single;tertiary;-1;1;0;0
48;married;secondary;295;0;1;0
31;married;secondary;307;1;0;1
37;married;secondary;982;1;0;0
39;divorced;secondary;807;1;1;0
30;married;secondary;913;1;1;0
58;married;secondary;2714;0;0;1
25;single;tertiary;42;1;0;1
26;single;tertiary;193;0;0;0
53;married;secondary;1661;1;1;0
22;single;secondary;-189;1;0;0
31;divorced;secondary;290;1;0;0
